evidence_link_id,source_id,target_table,target_id,supported_field,claim_summary,evidence_role,confidence,last_verified
\SEL001069,\SS069,\Smethods,\SM_PBT,\Srow,\Straining中にweightsとhyperparametersをpopulationで継承・摂動。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001070,\SS075,\Smethods,\SM_PBT,\Srow,\Straining中にweightsとhyperparametersをpopulationで継承・摂動。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001071,\SS004,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001072,\SS010,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001073,\SS012,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001074,\SS013,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001075,\SS014,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001076,\SS016,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001077,\SS055,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001078,\SS062,\Smethods,\SM_SIMPLEX,\Srow,\SLPのbasis間を移動し最適basisを求める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001079,\SS004,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001080,\SS010,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001081,\SS012,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001082,\SS013,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001083,\SS014,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001084,\SS016,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001085,\SS055,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001086,\SS062,\Smethods,\SM_DUAL_SIMPLEX,\Srow,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001087,\SS004,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001088,\SS010,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001089,\SS012,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001090,\SS013,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001091,\SS014,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001092,\SS016,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001093,\SS055,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001094,\SS062,\Smethods,\SM_BARRIER_LP_QP,\Srow,\Scentral pathを追跡してLP/QP/錐問題を解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001095,\SS004,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001096,\SS010,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001097,\SS012,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001098,\SS013,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001099,\SS014,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001100,\SS016,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001101,\SS055,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001102,\SS062,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001103,\SS078,\Smethods,\SM_PDLP,\Srow,\S一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001104,\SS004,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001105,\SS010,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001106,\SS012,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001107,\SS013,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001108,\SS014,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001109,\SS016,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001110,\SS055,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001111,\SS062,\Smethods,\SM_ACTIVE_SET_QP,\Srow,\Sactive制約集合を更新してQPを解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001112,\SS004,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001113,\SS010,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001114,\SS012,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001115,\SS013,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001116,\SS014,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001117,\SS016,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001118,\SS055,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001119,\SS062,\Smethods,\SM_ADMM_QP,\Srow,\S準定値QPをoperator splittingで反復解法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001120,\SS004,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001121,\SS010,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001122,\SS012,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001123,\SS013,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001124,\SS014,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001125,\SS016,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001126,\SS055,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001127,\SS062,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001128,\SS028,\Smethods,\SM_PRIMAL_DUAL_CONIC,\Srow,\Sconeのprimal-dual KKT系を解く内点法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001129,\SS005,\Smethods,\SM_BRANCH_BOUND,\Srow,\S離散分枝とrelaxation boundで部分空間をprune。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001130,\SS016,\Smethods,\SM_BRANCH_BOUND,\Srow,\S離散分枝とrelaxation boundで部分空間をprune。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001131,\SS021,\Smethods,\SM_BRANCH_BOUND,\Srow,\S離散分枝とrelaxation boundで部分空間をprune。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001132,\SS024,\Smethods,\SM_BRANCH_BOUND,\Srow,\S離散分枝とrelaxation boundで部分空間をprune。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001133,\SS025,\Smethods,\SM_BRANCH_BOUND,\Srow,\S離散分枝とrelaxation boundで部分空間をprune。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001134,\SS028,\Smethods,\SM_BRANCH_BOUND,\Srow,\S離散分枝とrelaxation boundで部分空間をprune。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001135,\SS005,\Smethods,\SM_BRANCH_CUT,\Srow,\Sbranch-and-boundにcut生成を統合するMILP主力法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001136,\SS016,\Smethods,\SM_BRANCH_CUT,\Srow,\Sbranch-and-boundにcut生成を統合するMILP主力法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001137,\SS021,\Smethods,\SM_BRANCH_CUT,\Srow,\Sbranch-and-boundにcut生成を統合するMILP主力法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001138,\SS024,\Smethods,\SM_BRANCH_CUT,\Srow,\Sbranch-and-boundにcut生成を統合するMILP主力法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001139,\SS025,\Smethods,\SM_BRANCH_CUT,\Srow,\Sbranch-and-boundにcut生成を統合するMILP主力法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001140,\SS028,\Smethods,\SM_BRANCH_CUT,\Srow,\Sbranch-and-boundにcut生成を統合するMILP主力法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001141,\SS005,\Smethods,\SM_OUTER_APPROX_MINLP,\Srow,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001142,\SS016,\Smethods,\SM_OUTER_APPROX_MINLP,\Srow,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001143,\SS021,\Smethods,\SM_OUTER_APPROX_MINLP,\Srow,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001144,\SS024,\Smethods,\SM_OUTER_APPROX_MINLP,\Srow,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001145,\SS025,\Smethods,\SM_OUTER_APPROX_MINLP,\Srow,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001146,\SS028,\Smethods,\SM_OUTER_APPROX_MINLP,\Srow,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001147,\SS029,\Smethods,\SM_OUTER_APPROX_MINLP,\Srow,\Sconvex NLP情報からMILP masterへcutを追加するMINLP法。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001148,\SS005,\Smethods,\SM_SPATIAL_BRANCH_BOUND,\Srow,\S非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001149,\SS016,\Smethods,\SM_SPATIAL_BRANCH_BOUND,\Srow,\S非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001150,\SS021,\Smethods,\SM_SPATIAL_BRANCH_BOUND,\Srow,\S非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001151,\SS024,\Smethods,\SM_SPATIAL_BRANCH_BOUND,\Srow,\S非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001152,\SS025,\Smethods,\SM_SPATIAL_BRANCH_BOUND,\Srow,\S非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001153,\SS028,\Smethods,\SM_SPATIAL_BRANCH_BOUND,\Srow,\S非凸項をconvex relaxationし変数領域を分枝してglobal boundを詰める。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001154,\SS022,\Smethods,\SM_CP_SEARCH,\Srow,\Sglobal constraint propagationとbranchingで有限domainを探索。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001155,\SS053,\Smethods,\SM_CP_SEARCH,\Srow,\Sglobal constraint propagationとbranchingで有限domainを探索。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001156,\SS022,\Smethods,\SM_CP_SAT,\Srow,\S整数・Boolean制約をSAT learningとLP等を組み合わせて解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001157,\SS053,\Smethods,\SM_CP_SAT,\Srow,\S整数・Boolean制約をSAT learningとLP等を組み合わせて解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001158,\SS079,\Smethods,\SM_CP_SAT,\Srow,\S整数・Boolean制約をSAT learningとLP等を組み合わせて解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001159,\SS022,\Smethods,\SM_CDCL_SAT,\Srow,\Sconflictからclauseを学習してBoolean satisfiabilityを探索。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001160,\SS053,\Smethods,\SM_CDCL_SAT,\Srow,\Sconflictからclauseを学習してBoolean satisfiabilityを探索。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001161,\SS054,\Smethods,\SM_DYNAMIC_PROGRAMMING,\Srow,\S状態と段階のBellman再帰で部分問題の解を再利用。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001162,\SS054,\Smethods,\SM_NETWORK_SIMPLEX,\Srow,\Sflow networkのtree basis構造を用いる。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001163,\SS054,\Smethods,\SM_HUNGARIAN,\Srow,\S二部matching/assignmentを専用構造で解く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001164,\SS054,\Smethods,\SM_DIJKSTRA_ASTAR,\Srow,\S非負edge shortest pathまたはheuristic付き探索。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001165,\SS054,\Smethods,\SM_LOCAL_SEARCH_COMBINATORIAL,\Srow,\S近傍moveで可行解を改善するheuristic。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001166,\SS023,\Smethods,\SM_LOCAL_SEARCH_COMBINATORIAL,\Srow,\S近傍moveで可行解を改善するheuristic。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001167,\SS039,\Smethods,\SM_WEIGHTED_SUM,\Srow,\S複数目的を重み付き和へ変換し単目的solverを反復。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001168,\SS068,\Smethods,\SM_WEIGHTED_SUM,\Srow,\S複数目的を重み付き和へ変換し単目的solverを反復。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001169,\SS055,\Smethods,\SM_WEIGHTED_SUM,\Srow,\S複数目的を重み付き和へ変換し単目的solverを反復。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001170,\SS039,\Smethods,\SM_EPSILON_CONSTRAINT,\Srow,\S一目的を最適化し他目的をbound制約としてsweep。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001171,\SS068,\Smethods,\SM_EPSILON_CONSTRAINT,\Srow,\S一目的を最適化し他目的をbound制約としてsweep。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001172,\SS055,\Smethods,\SM_EPSILON_CONSTRAINT,\Srow,\S一目的を最適化し他目的をbound制約としてsweep。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001173,\SS039,\Smethods,\SM_NSGA_II,\Srow,\S非支配sortingとcrowding distanceでPareto populationを進化。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001174,\SS068,\Smethods,\SM_NSGA_II,\Srow,\S非支配sortingとcrowding distanceでPareto populationを進化。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001175,\SS039,\Smethods,\SM_NSGA_III,\Srow,\Sreference directionでmany-objective多様性を維持。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001176,\SS068,\Smethods,\SM_NSGA_III,\Srow,\Sreference directionでmany-objective多様性を維持。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001177,\SS039,\Smethods,\SM_MOEA_D,\Srow,\S多目的問題を近傍scalarized subproblemsへ分解。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001178,\SS068,\Smethods,\SM_MOEA_D,\Srow,\S多目的問題を近傍scalarized subproblemsへ分解。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001179,\SS047,\Smethods,\SM_SGD,\Srow,\Smini-batch gradientでparameterを更新。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001180,\SS048,\Smethods,\SM_SGD,\Srow,\Smini-batch gradientでparameterを更新。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001181,\SS049,\Smethods,\SM_SGD,\Srow,\Smini-batch gradientでparameterを更新。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001182,\SS070,\Smethods,\SM_SGD,\Srow,\Smini-batch gradientでparameterを更新。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001183,\SS047,\Smethods,\SM_MOMENTUM_SGD,\Srow,\Sgradientの移動平均で加速・振動抑制。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001184,\SS048,\Smethods,\SM_MOMENTUM_SGD,\Srow,\Sgradientの移動平均で加速・振動抑制。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001185,\SS049,\Smethods,\SM_MOMENTUM_SGD,\Srow,\Sgradientの移動平均で加速・振動抑制。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001186,\SS070,\Smethods,\SM_MOMENTUM_SGD,\Srow,\Sgradientの移動平均で加速・振動抑制。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001187,\SS047,\Smethods,\SM_ADAM,\Srow,\S一次・二次momentの指数移動平均で座標別stepを調整。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001188,\SS048,\Smethods,\SM_ADAM,\Srow,\S一次・二次momentの指数移動平均で座標別stepを調整。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001189,\SS049,\Smethods,\SM_ADAM,\Srow,\S一次・二次momentの指数移動平均で座標別stepを調整。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001190,\SS070,\Smethods,\SM_ADAM,\Srow,\S一次・二次momentの指数移動平均で座標別stepを調整。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001191,\SS047,\Smethods,\SM_ADAMW,\Srow,\Sweight decayをadaptive gradient updateから分離。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001192,\SS048,\Smethods,\SM_ADAMW,\Srow,\Sweight decayをadaptive gradient updateから分離。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001193,\SS049,\Smethods,\SM_ADAMW,\Srow,\Sweight decayをadaptive gradient updateから分離。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001194,\SS070,\Smethods,\SM_ADAMW,\Srow,\Sweight decayをadaptive gradient updateから分離。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001195,\SS042,\Smethods,\SM_DIRECT_SHOOTING,\Srow,\Scontrol parameterを最適化し状態を前進simulationで消去。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001196,\SS043,\Smethods,\SM_DIRECT_SHOOTING,\Srow,\Scontrol parameterを最適化し状態を前進simulationで消去。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001197,\SS050,\Smethods,\SM_DIRECT_SHOOTING,\Srow,\Scontrol parameterを最適化し状態を前進simulationで消去。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001198,\SS076,\Smethods,\SM_DIRECT_SHOOTING,\Srow,\Scontrol parameterを最適化し状態を前進simulationで消去。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001199,\SS042,\Smethods,\SM_MULTIPLE_SHOOTING,\Srow,\S軌道をsegmentに分け状態を変数化しcontinuity制約を置く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001200,\SS043,\Smethods,\SM_MULTIPLE_SHOOTING,\Srow,\S軌道をsegmentに分け状態を変数化しcontinuity制約を置く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001201,\SS050,\Smethods,\SM_MULTIPLE_SHOOTING,\Srow,\S軌道をsegmentに分け状態を変数化しcontinuity制約を置く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001202,\SS076,\Smethods,\SM_MULTIPLE_SHOOTING,\Srow,\S軌道をsegmentに分け状態を変数化しcontinuity制約を置く。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001203,\SS042,\Smethods,\SM_DIRECT_COLLOCATION,\Srow,\S状態・controlをmesh上で変数化しdynamics defectをcollocation制約化。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001204,\SS043,\Smethods,\SM_DIRECT_COLLOCATION,\Srow,\S状態・controlをmesh上で変数化しdynamics defectをcollocation制約化。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001205,\SS050,\Smethods,\SM_DIRECT_COLLOCATION,\Srow,\S状態・controlをmesh上で変数化しdynamics defectをcollocation制約化。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001206,\SS076,\Smethods,\SM_DIRECT_COLLOCATION,\Srow,\S状態・controlをmesh上で変数化しdynamics defectをcollocation制約化。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001207,\SS042,\Smethods,\SM_ILQR_DDP,\Srow,\Strajectory周りに動力学・costを二次近似しRiccati再帰でupdate。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001208,\SS043,\Smethods,\SM_ILQR_DDP,\Srow,\Strajectory周りに動力学・costを二次近似しRiccati再帰でupdate。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001209,\SS050,\Smethods,\SM_ILQR_DDP,\Srow,\Strajectory周りに動力学・costを二次近似しRiccati再帰でupdate。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001210,\SS076,\Smethods,\SM_ILQR_DDP,\Srow,\Strajectory周りに動力学・costを二次近似しRiccati再帰でupdate。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001211,\SS044,\Smethods,\SM_RIEMANNIAN_GRADIENT,\Srow,\S接空間のRiemann gradient方向へ進みretractionで多様体へ戻す。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001212,\SS045,\Smethods,\SM_RIEMANNIAN_GRADIENT,\Srow,\S接空間のRiemann gradient方向へ進みretractionで多様体へ戻す。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001213,\SS071,\Smethods,\SM_RIEMANNIAN_GRADIENT,\Srow,\S接空間のRiemann gradient方向へ進みretractionで多様体へ戻す。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001214,\SS044,\Smethods,\SM_RIEMANNIAN_TRUST_REGION,\Srow,\S接空間の二次modelをtrust region内で解きretractionする。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001215,\SS045,\Smethods,\SM_RIEMANNIAN_TRUST_REGION,\Srow,\S接空間の二次modelをtrust region内で解きretractionする。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001216,\SS071,\Smethods,\SM_RIEMANNIAN_TRUST_REGION,\Srow,\S接空間の二次modelをtrust region内で解きretractionする。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL001217,\SS001,\Simplementations,\SI_SCIPY_BFGS,\Srow,\SAPIが受け付けることと実務適合性を区別する。methodごとに制約・微分・statusが異なる。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
