method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
\SM_BFGS,\SBFGS法,\SBFGS,\Squasi-Newton,\SMF_SMOOTH_LOCAL,\Svariant,\Sgradient差からdense逆Hessian近似を更新する準Newton法。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;optional_hessian_or_hvp,\Scontinuous,\Sunconstrained;bounds_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Slow_to_medium,\Shigh_O(n2),\S勾配と線形代数。Hessian利用時は高い。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Smedium_nonconvex,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな中小規模無制約問題で勾配が信頼できる。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Slow,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\SMF_SMOOTH_LOCAL,\S,\SS002;S056;S057,\Shigh,\S2026-07-13
\SM_BRANCH_BOUND,\Sbranch-and-bound,\SBranch and bound,\SB&B,\SMF_DISCRETE_EXACT,\Svariant,\S離散分枝とrelaxation boundで部分空間をprune。,\SMILP;MIQP;MINLP;combinatorial,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Smodel_coefficients;NLP_derivatives_for_MINLP,\Sbinary;integer;mixed,\Slinear;quadratic;nonlinear_by_method,\Srelaxation_dependent,\Syes_by_spatial_methods,\Sglobal_certificate,\Simplementation_dependent,\Sexact_with_tolerance,\S探索完了時にincumbentとboundから最適性gapを証明。,\SMIP_gap;primal_bound;dual_bound,\Shighly_instance_dependent,\Shigh_tree_and_cuts,\S緩和問題 + cut + heuristic + branching。,\Snode数が指数的になり得る。,\Stree_parallelism,\Slow_to_medium_with_incumbent,\Smedium,\Shigh,\Slow_model_coefficients,\Snative_discrete,\Sfeasibility_tolerances;branching,\Syes_by_solver,\Sconditional,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Sweak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\S整数・binaryと線形/対応非線形model、証明またはgapが必要。,\SCP/graph/DPの専用構造が弱い。,\Sroot gapが大;node増加;可行解なし;memory逼迫。,\Smedium,\Shigh,\Smedium,\Shigh,\Soptimality_gap;time;node_limit;solution_limit,\Sincumbent;best_bound;gap;nodes;root_relaxation;cut_counts,\S,\SMF_DISCRETE_EXACT,\S,\SS005;S016;S021;S024;S025;S028,\Shigh,\S2026-07-13
\SM_BRANCH_CUT,\Sbranch-and-cut,\SBranch and cut,\SB&C,\SMF_DISCRETE_EXACT,\Svariant,\Sbranch-and-boundにcut生成を統合するMILP主力法。,\SMILP;MIQP_by_solver,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Smodel_coefficients;NLP_derivatives_for_MINLP,\Sbinary;integer;mixed,\Slinear;quadratic;nonlinear_by_method,\Srelaxation_dependent,\Syes_by_spatial_methods,\Sglobal_certificate,\Simplementation_dependent,\Sexact_with_tolerance,\S探索完了時にincumbentとboundから最適性gapを証明。,\SMIP_gap;primal_bound;dual_bound,\Shighly_instance_dependent,\Shigh_tree_and_cuts,\S緩和問題 + cut + heuristic + branching。,\Snode数が指数的になり得る。,\Stree_parallelism,\Slow_to_medium_with_incumbent,\Smedium,\Shigh,\Slow_model_coefficients,\Snative_discrete,\Sfeasibility_tolerances;branching,\Syes_by_solver,\Sconditional,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Sweak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\S一般MILP/MIQPでgap・証明が必要。,\SCP/graph/DPの専用構造が弱い。,\Sroot gapが大;node増加;可行解なし;memory逼迫。,\Smedium,\Shigh,\Smedium,\Shigh,\Soptimality_gap;time;node_limit;solution_limit,\Sincumbent;best_bound;gap;nodes;root_relaxation;cut_counts,\S,\SMF_DISCRETE_EXACT,\S,\SS005;S016;S021;S024;S025;S028,\Shigh,\S2026-07-13
\SM_BUNDLE,\Sbundle法,\SBundle method,\Scutting-plane bundle,\SMF_COMPOSITE_CONVEX,\Svariant,\S劣勾配とcutを蓄積し非滑らかmodelを安定化。,\Sconvex;composite;nonsmooth;sparse;distributed,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\Sgradient_of_smooth_part;prox_or_subgradient,\Scontinuous;structured,\Ssimple_sets;separable_constraints;consensus,\Sprimary,\Sconditional_without_global_guarantee,\Sconvex_global,\Sdeterministic,\Slocal_numerical,\S凸性・Lipschitz性等の下で目的gapや残差の収束率。,\Sprimal_dual_gap;fixed_point_residual,\Shigh_to_very_high,\Smedium_to_high,\S勾配・prox・射影・分離部分問題。,\S多反復だが各反復は比較的安価。,\Shigh_for_separable_or_distributed,\Slow_convex,\Smedium,\Shigh,\Smedium_by_variant,\Snonsmooth_yes_discontinuous_no,\Sprojection;prox;dual_variables,\Syes,\Syes_by_variant,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\Sstep_size_too_large;admm_residual_imbalance;slow_subgradient,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか凸でsubgradientより安定性が必要。,\S汎用NLPが規模・非滑らかさで苦戦。,\S残差の一方だけ停滞;反復回数過大;proxが支配的。,\Smedium,\Smedium,\Smedium,\Shigh,\Sprimal_dual_residual;objective_gap;fixed_point_residual;budget,\Sprimal_residual;dual_residual;step_size;prox_time,\S,\SMF_COMPOSITE_CONVEX,\S,\SS055;S061;S066;S067;S056,\Shigh,\S2026-07-13
\SM_CDCL_SAT,\SCDCL SAT,\SConflict-driven clause learning SAT,\SCDCL,\SMF_CONSTRAINT_PROGRAMMING,\Svariant,\Sconflictからclauseを学習してBoolean satisfiabilityを探索。,\SSAT;MaxSAT_by_extension,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\Snone,\Sbinary;integer;finite_domain,\Slogical;global_constraints;linear_integer,\Snot_applicable,\Snative_discrete,\Sglobal_certificate,\Simplementation_dependent,\Sexact_with_tolerance,\S有限探索完了時にSAT/UNSATまたは最適性証明。,\SSAT_assignment_or_UNSAT_proof_by_solver,\Shighly_instance_dependent,\Smedium_to_high,\Spropagation + conflict analysis + branching。,\Snode/conflict count。,\Simplementation_dependent,\Slow,\Smedium,\Sinteger_coefficient_scaling,\Snot_applicable,\Snative_discrete,\Sonly_feasible_assignments_or_propagated_partial_assignments,\Simplementation_dependent,\Sconditional,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\Sweak_propagation;symmetry;large_domains;integer_scaling,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S論理・resource・scheduling制約が中心。,\SMILP定式化の緩和が弱い。,\Sconflict/node増大;domainが縮まらない;整数scaleが過大。,\Smedium,\Smedium,\Smedium,\Shigh,\Soptimality_gap;time;conflicts;solutions,\Sconflicts;branches;propagations;best_bound;feasible_solutions,\S,\SMF_CONSTRAINT_PROGRAMMING,\S,\SS022;S053,\Shigh,\S2026-07-13
\SM_CMA_ES,\SCMA-ES,\SCovariance matrix adaptation evolution strategy,\SCMA-ES,\SMF_EVOLUTIONARY,\Svariant,\Ssearch distributionの平均と共分散を適応する連続black-box法。,\Sblack_box;nonconvex;multimodal;mixed_by_encoding,\S評価予算と妥当な変数表現・境界・乱数管理。,\Sfunction_values_only,\Scontinuous,\Sbounds;penalty;repair;feasibility_rules,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sstochastic,\Smetaheuristic,\S通常は有限予算の大域最適性証明なし。,\Snone,\Slow_to_medium,\Shigh_O(n2)_standard,\Spopulation_size × evaluation cost。,\S大量の並列評価に適する。,\Shigh,\Smedium,\Smedium_to_high,\Shigh,\Smedium,\Shigh,\Spenalty;repair;feasibility_ranking,\Sconditional,\Srare,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\Spremature_convergence;diversity_loss;constraint_penalty_failure,\S評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,\S中低次元・nonconvex・noise/ill-conditioning・評価並列可能。,\S局所DFOが初期値依存。,\S多様性崩壊;改善停滞;可行個体が生成されない。,\Smedium,\Shigh,\Smedium,\Slow,\Sevaluation_budget;time;stall;diversity,\Sbest_so_far;population_diversity;feasible_fraction;seed_variance,\S,\SMF_EVOLUTIONARY,\S,\SS032;S033;S040;S058;S074,\Shigh,\S2026-07-13
\SM_COBYLA,\SCOBYLA,\SConstrained optimization by linear approximation,\SCOBYLA,\SMF_DFO_LOCAL,\Svariant,\S線形補間modelとtrust regionで非線形制約を扱うDFO。,\Scontinuous;black_box;local,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\Sfunction_values_only,\Scontinuous;bounds_by_variant,\Snonlinear_inequalities,\Sviable,\Syes_local_only,\Slocal,\Simplementation_dependent,\Sheuristic,\SMADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,\Susually_none;mesh_or_model_stationarity,\Slow,\Slow_to_medium,\S複数の関数評価と幾何更新。,\S次元に応じて多数評価。数値微分より頑健な場合がある。,\Slimited_to_moderate,\Shigh,\Smedium,\Shigh,\Slow_to_medium,\Smedium_by_direct_search,\Sfilter;progressive_barrier;penalty;geometry_by_variant,\Syes,\Srare,\S微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,\S高次元で評価数が急増;局所解;停止判定が弱い,\Ssimplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S小規模・微分なし・一般不等式制約。,\S数値微分型勾配法が不安定。,\S幾何が退化;評価改善なし;次元に比べ予算不足。,\Smedium,\Smedium,\Smedium,\Smedium,\Smesh_size;trust_region_radius;step_size;objective_change;budget,\Sevaluation_count;simplex_geometry;mesh_size;constraint_violation,\S,\SMF_DFO_LOCAL,\S,\SS002;S018;S031;S060;S063,\Shigh,\S2026-07-13
\SM_COBYQA,\SCOBYQA,\SConstrained optimization by quadratic approximations,\SCOBYQA,\SMF_DFO_LOCAL,\Svariant,\S二次補間modelを用いる制約付きDFO。,\Scontinuous;black_box;local,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\Sfunction_values_only,\Scontinuous;bounds_by_variant,\Sbounds;linear;nonlinear,\Sviable,\Syes_local_only,\Slocal,\Simplementation_dependent,\Sheuristic,\SMADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,\Susually_none;mesh_or_model_stationarity,\Slow_to_medium,\Slow_to_medium,\S複数の関数評価と幾何更新。,\S次元に応じて多数評価。数値微分より頑健な場合がある。,\Slimited_to_moderate,\Shigh,\Smedium,\Shigh,\Slow_to_medium,\Smedium_by_direct_search,\Sfilter;progressive_barrier;penalty;geometry_by_variant,\Syes,\Srare,\S微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,\S高次元で評価数が急増;局所解;停止判定が弱い,\Ssimplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S低〜中次元、評価が比較的安価、微分が信用できない。,\S数値微分型勾配法が不安定。,\S幾何が退化;評価改善なし;次元に比べ予算不足。,\Smedium,\Smedium,\Smedium,\Smedium,\Smesh_size;trust_region_radius;step_size;objective_change;budget,\Sevaluation_count;simplex_geometry;mesh_size;constraint_violation,\S,\SMF_DFO_LOCAL,\S,\SS002;S018;S031;S060;S063,\Shigh,\S2026-07-13
\SM_COORDINATE_DESCENT,\S座標降下法,\SCoordinate descent,\Sblock coordinate descent,\SMF_COMPOSITE_CONVEX,\Svariant,\S変数またはblockを一つずつ更新する。,\Sconvex;composite;nonsmooth;sparse;distributed,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\Sgradient_of_smooth_part;prox_or_subgradient,\Scontinuous;structured,\Ssimple_sets;separable_constraints;consensus,\Sprimary,\Sconditional_without_global_guarantee,\Sconvex_global,\Sdeterministic,\Slocal_numerical,\S凸性・Lipschitz性等の下で目的gapや残差の収束率。,\Sprimal_dual_gap;fixed_point_residual,\Shigh_to_very_high,\Slow_to_medium,\S勾配・prox・射影・分離部分問題。,\S多反復だが各反復は比較的安価。,\Sconditional_graph_coloring_or_blocks,\Slow_convex,\Smedium,\Shigh,\Smedium_by_variant,\Snonsmooth_yes_discontinuous_no,\Sprojection;prox;dual_variables,\Syes,\Syes_by_variant,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\Sstep_size_too_large;admm_residual_imbalance;slow_subgradient,\S非凸で証明必須;prox/射影が高価;離散変数,\S座標更新が安価で高次元疎。,\S汎用NLPが規模・非滑らかさで苦戦。,\S残差の一方だけ停滞;反復回数過大;proxが支配的。,\Smedium,\Smedium,\Smedium,\Shigh,\Sprimal_dual_residual;objective_gap;fixed_point_residual;budget,\Sprimal_residual;dual_residual;step_size;prox_time,\S,\SMF_COMPOSITE_CONVEX,\S,\SS055;S061;S066;S067;S056,\Shigh,\S2026-07-13
\SM_CP_SAT,\SCP-SAT,\SConstraint programming with SAT techniques,\SCP-SAT,\SMF_CONSTRAINT_PROGRAMMING,\Svariant,\S整数・Boolean制約をSAT learningとLP等を組み合わせて解く。,\Sinteger_linear;Boolean;scheduling,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\Snone,\Sbinary;integer;finite_domain,\Slogical;global_constraints;linear_integer,\Snot_applicable,\Snative_discrete,\Sglobal_certificate,\Simplementation_dependent,\Sexact_with_tolerance,\S有限探索完了時にSAT/UNSATまたは最適性証明。,\Sbound_or_unsat_proof_implementation_dependent,\Shighly_instance_dependent,\Smedium_to_high,\Spropagation + conflict analysis + branching。,\Snode/conflict count。,\Simplementation_dependent,\Slow,\Smedium,\Sinteger_coefficient_scaling,\Snot_applicable,\Snative_discrete,\Sonly_feasible_assignments_or_propagated_partial_assignments,\Simplementation_dependent,\Sconditional,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\Sweak_propagation;symmetry;large_domains;integer_scaling,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\Sinteger/Boolean/schedulingで高性能OSSが必要。,\SMILP定式化の緩和が弱い。,\Sconflict/node増大;domainが縮まらない;整数scaleが過大。,\Smedium,\Smedium,\Smedium,\Shigh,\Soptimality_gap;time;conflicts;solutions,\Sconflicts;branches;propagations;best_bound;feasible_solutions,\S,\SMF_CONSTRAINT_PROGRAMMING,\S,\SS022;S053;S079,\Shigh,\S2026-07-13
\SM_CP_SEARCH,\Sconstraint programming search,\SConstraint-programming search,\SCP,\SMF_CONSTRAINT_PROGRAMMING,\Svariant,\Sglobal constraint propagationとbranchingで有限domainを探索。,\Sscheduling;logical;SAT;finite_domain,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\Snone,\Sbinary;integer;finite_domain,\Slogical;global_constraints;linear_integer,\Snot_applicable,\Snative_discrete,\Sglobal_certificate,\Simplementation_dependent,\Sexact_with_tolerance,\S有限探索完了時にSAT/UNSATまたは最適性証明。,\Sbound_or_unsat_proof_implementation_dependent,\Shighly_instance_dependent,\Smedium_to_high,\Spropagation + conflict analysis + branching。,\Snode/conflict count。,\Simplementation_dependent,\Slow,\Smedium,\Sinteger_coefficient_scaling,\Snot_applicable,\Snative_discrete,\Sonly_feasible_assignments_or_propagated_partial_assignments,\Simplementation_dependent,\Sconditional,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\Sweak_propagation;symmetry;large_domains;integer_scaling,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\Sscheduling/resource/logicが中心。,\SMILP定式化の緩和が弱い。,\Sconflict/node増大;domainが縮まらない;整数scaleが過大。,\Smedium,\Smedium,\Smedium,\Shigh,\Soptimality_gap;time;conflicts;solutions,\Sconflicts;branches;propagations;best_bound;feasible_solutions,\S,\SMF_CONSTRAINT_PROGRAMMING,\S,\SS022;S053,\Shigh,\S2026-07-13
\SM_DIFFERENTIAL_EVOLUTION,\S差分進化,\SDifferential evolution,\SDE,\SMF_GLOBAL_SEARCH,\Svariant,\S個体差vectorを用いて候補を変異・交叉。,\Sbounded_nonconvex;multimodal;black_box,\S有限探索領域と十分な評価予算。証明型では追加構造。,\Sfunction_values;optional_local_derivatives,\Scontinuous;bounds,\Sbounds;limited_general_constraints,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sstochastic,\Smetaheuristic,\S確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,\Susually_none;method_specific,\Slow_to_medium,\Smedium,\S複数候補・局所探索・領域分割。,\S局所法より大幅に多い評価。,\Shigh,\Slower_than_single_start,\Smedium,\Shigh,\Smedium_by_variant,\Smedium,\Spenalty;feasibility_rules;local_solver,\Sconditional,\Srare,\S多峰性;複数解候補;局所法の初期値依存を緩和,\S評価費大;証明が弱い;次元の呪い,\Sbudget_exhaustion;premature_convergence;missed_basins,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S低中次元・bounded・nonconvex・並列評価可能。,\S複数start局所法で解が不安定。,\S評価予算消費に対しincumbent改善が小さい;多様性消失。,\Smedium,\Smedium,\Smedium,\Smedium,\Sevaluation_budget;time_budget;global_gap_if_available;stall,\Sbest_so_far;diversity;coverage;local_refinement_success,\S,\SMF_GLOBAL_SEARCH,\S,\SS006;S007;S008;S009;S072;S073;S074,\Shigh,\S2026-07-13
\SM_DIJKSTRA_ASTAR,\SDijkstra/A*,\SDijkstra / A*,\Sshortest path,\SMF_GRAPH_DP,\Svariant,\S非負edge shortest pathまたはheuristic付き探索。,\Sshortest_path,\SDijkstraは非負edge、A*の保証にはadmissible/consistent heuristic。,\Snone,\Sgraph;discrete;state_action,\Sstructure_specific,\Snot_applicable_or_integral_polytope,\Sstructure_specific,\Sglobal_certificate,\Sdeterministic,\Sexact_with_tolerance,\S対応構造では多項式時間または擬多項式時間の厳密解。,\Salgorithm_specific,\Svery_high_when_structure_matches,\Slow_to_high_state_space,\Sedge/vertex/state transitions。,\Sblack-box評価ではなく構造を走査。,\Smethod_specific,\Slow,\Slow,\Slow_to_medium,\Snot_applicable,\Snative_discrete,\Sstructure_specific,\Sconditional,\Syes_by_dynamic_variant,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\Sstate_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,\S追加制約が専用構造を破壊;状態次元が巨大,\S既知のflow/path/matching/DP構造。,\SMILP化前に専用法を確認。,\S状態数爆発;side constraintsが多数;memory超過。,\Slow_to_medium,\Slow,\Smedium,\Shigh,\Salgorithm_completion;budget_for_approximate_variants,\Sstates;edges;labels;memory;optimality_condition,\S,\SMF_GRAPH_DP,\S,\SS054,\Shigh,\S2026-07-13
\SM_DIRECT,\SDIRECT,\SDIviding RECTangles,\SDIRECT,\SMF_GLOBAL_SEARCH,\Svariant,\SLipschitz定数を明示せずrectanglesを分割するbounded大域探索。,\Sbounded_nonconvex;multimodal;black_box,\S有限探索領域と十分な評価予算。証明型では追加構造。,\Sfunction_values;optional_local_derivatives,\Scontinuous;bounds,\Sbounds;limited_general_constraints,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sdeterministic,\Sheuristic,\S確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,\Susually_none;method_specific,\Slow,\Smedium,\S複数候補・局所探索・領域分割。,\S局所法より大幅に多い評価。,\Shigh_for_multistart_or_population,\Slower_than_single_start,\Smedium,\Shigh,\Smedium_by_variant,\Smedium,\Spenalty;feasibility_rules;local_solver,\Sconditional,\Srare,\S多峰性;複数解候補;局所法の初期値依存を緩和,\S評価費大;証明が弱い;次元の呪い,\Sbudget_exhaustion;premature_convergence;missed_basins,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S低次元bounded・導関数なし・決定論的評価。,\S複数start局所法で解が不安定。,\S評価予算消費に対しincumbent改善が小さい;多様性消失。,\Smedium,\Smedium,\Smedium,\Smedium,\Sevaluation_budget;time_budget;global_gap_if_available;stall,\Sbest_so_far;diversity;coverage;local_refinement_success,\S,\SMF_GLOBAL_SEARCH,\S,\SS006;S007;S008;S009;S072;S073;S074,\Shigh,\S2026-07-13
\SM_DIRECT_COLLOCATION,\Sdirect collocation,\SDirect collocation,\Scollocation;transcription,\SMF_OPTIMAL_CONTROL,\Svariant,\S状態・controlをmesh上で変数化しdynamics defectをcollocation制約化。,\Soptimal_control;MPC;trajectory;dynamics,\S動力学model・離散化・境界条件が妥当。導関数または線形化が利用可能。,\Sjacobian;automatic_differentiation;linearization,\Strajectory;control;state,\Sdynamics;path;bounds;boundary,\Sstrong_for_linear_quadratic,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S離散化問題のKKT解。連続問題との誤差は離散化とregularityに依存。,\SKKT_residual;dynamics_defect;costate_residual,\Shigh_with_sparse_banded_structure,\Smedium_to_high,\Ssimulation/sensitivity + sparse NLP or Riccati recursion。,\Strajectory rolloutとderivative。,\Stime_or_scenario_parallel_by_method,\Shigh_nonconvex,\Shigh,\Svery_high,\Slow_model_based,\Slow,\Sdefects;multiple_shooting;barrier,\Syes_critical_for_MPC,\Syes_by_realtime_variant,\S動力学構造;疎性;MPC warm start,\Smodel/discretization error;initial trajectory;path constraints,\Strajectory_defect;unstable_rollout;bad_linearization;mesh_too_coarse,\S動力学が未同定;不連続eventを無処理;高いmodel mismatch,\Spath constraintsを含む一般trajectory optimization。,\S汎用NLPにflat化すると疎性が失われる。,\Sdefect停滞;rollout発散;mesh refinementで解が変化。,\Sexpert,\Sexpert,\Sexpert,\Shigh,\SKKT_residual;dynamics_defect;cost_change;realtime_deadline,\Sdefect_norm;constraint_violation;KKT;mesh_error;rollout_stability,\S,\SMF_OPTIMAL_CONTROL,\S,\SS042;S043;S050;S076,\Shigh,\S2026-07-13
\SM_DIRECT_SHOOTING,\Sdirect shooting,\SDirect shooting,\Ssingle shooting,\SMF_OPTIMAL_CONTROL,\Svariant,\Scontrol parameterを最適化し状態を前進simulationで消去。,\Soptimal_control;MPC;trajectory;dynamics,\S動力学model・離散化・境界条件が妥当。導関数または線形化が利用可能。,\Sjacobian;automatic_differentiation;linearization,\Strajectory;control;state,\Sdynamics;path;bounds;boundary,\Sstrong_for_linear_quadratic,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S離散化問題のKKT解。連続問題との誤差は離散化とregularityに依存。,\SKKT_residual;dynamics_defect;costate_residual,\Shigh_with_sparse_banded_structure,\Smedium_to_high,\Ssimulation/sensitivity + sparse NLP or Riccati recursion。,\Strajectory rolloutとderivative。,\Stime_or_scenario_parallel_by_method,\Svery_high,\Shigh,\Svery_high,\Slow_model_based,\Slow,\Sdefects;multiple_shooting;barrier,\Syes_critical_for_MPC,\Syes_by_realtime_variant,\S動力学構造;疎性;MPC warm start,\Smodel/discretization error;initial trajectory;path constraints,\Strajectory_defect;unstable_rollout;bad_linearization;mesh_too_coarse,\S動力学が未同定;不連続eventを無処理;高いmodel mismatch,\S短いhorizon・安定動力学・状態制約少。,\S汎用NLPにflat化すると疎性が失われる。,\Sdefect停滞;rollout発散;mesh refinementで解が変化。,\Sexpert,\Sexpert,\Sexpert,\Shigh,\SKKT_residual;dynamics_defect;cost_change;realtime_deadline,\Sdefect_norm;constraint_violation;KKT;mesh_error;rollout_stability,\S,\SMF_OPTIMAL_CONTROL,\S,\SS042;S043;S050;S076,\Shigh,\S2026-07-13
\SM_DUAL_SIMPLEX,\Sdual simplex法,\SDual simplex,\Sdual simplex,\SMF_LP_QP_CONIC,\Svariant,\Sdual可行性を保ちながらprimal可行性を回復するLP法。,\SLP,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sexplicit_coefficients,\Scontinuous;cone_variables,\Slinear;quadratic_conic;semidefinite_by_solver,\Sprimary,\Susually_no_except_solver_extensions,\Sconvex_global,\Sdeterministic,\Sexact_with_tolerance,\S可行性・強双対性等の条件下で大域解とprimal-dual証明量。,\Sprimal_dual_residual;duality_gap;infeasibility_certificate_by_method,\Shigh_to_huge_sparse,\Smedium_to_high,\Sbasis update、KKT factorization、またはsparse matrix-vector積。,\Sblack-box評価ではなく係数行列を直接利用。,\Slinear_algebra_or_first_order,\Slow,\Slow_to_medium,\Shigh,\Snot_applicable_input_data_sensitivity,\Snot_applicable,\Sprimal_dual_algorithm,\Sstrong,\Syes_for_parametric_by_solver,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sinfeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\S再最適化・MIP node LP・変更後にdual可行basisが利用可能。,\S一般NLPへ落とす前に構造変換可能。,\Spresolveでinfeasible;数値warning;gap停滞;memory超過。,\Slow_to_medium,\Slow_to_medium,\Smedium,\Shigh,\Sprimal_dual_feasibility;duality_gap;time;node_or_iteration_limit,\Sprimal_residual;dual_residual;gap;condition;presolve_reductions,\S,\SMF_LP_QP_CONIC,\S,\SS004;S010;S012;S013;S014;S016;S055;S062,\Shigh,\S2026-07-13
