problem_feature_map_id,problem_id,feature_id,feature_value_id,value_numeric,value_text,truth_status,is_defining,conditions,confidence,source_ids,last_verified
\SPFM00170,\SPA012,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S033,\S2026-07-13
\SPFM00171,\SPA012,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S033,\S2026-07-13
\SPFM00172,\SPA012,\SF_SOLUTION_GOAL,\SFV0070,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S033,\S2026-07-13
\SPFM00173,\SPA012,\SF_SCALE_STRUCTURE,\SFV0075,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S033,\S2026-07-13
\SPFM00174,\SPA012,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S033,\S2026-07-13
\SPFM00175,\SPA012,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S033,\S2026-07-13
\SPFM00176,\SPA012,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S033,\S2026-07-13
\SPFM00177,\SPA013,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00178,\SPA013,\SF_OBJECTIVE_FORM,\SFV0016,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00179,\SPA013,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00180,\SPA013,\SF_SMOOTHNESS,\SFV0026,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00181,\SPA013,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00182,\SPA013,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00183,\SPA013,\SF_DIMENSION_CONTEXT,\SFV0054,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00184,\SPA013,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00185,\SPA013,\SF_NOISE_LEVEL,\SFV0065,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00186,\SPA013,\SF_SOLUTION_GOAL,\SFV0070,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00187,\SPA013,\SF_SCALE_STRUCTURE,\SFV0075,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00188,\SPA013,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00189,\SPA013,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00190,\SPA013,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS032;S035;S059,\S2026-07-13
\SPFM00191,\SPA014,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00192,\SPA014,\SF_OBJECTIVE_FORM,\SFV0016,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00193,\SPA014,\SF_CONVEXITY,\SFV0023,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00194,\SPA014,\SF_SMOOTHNESS,\SFV0029,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00195,\SPA014,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00196,\SPA014,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00197,\SPA014,\SF_DIMENSION_CONTEXT,\SFV0053,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00198,\SPA014,\SF_EVALUATION_COST,\SFV0062,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00199,\SPA014,\SF_NOISE_LEVEL,\SFV0064,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00200,\SPA014,\SF_SOLUTION_GOAL,\SFV0070,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00201,\SPA014,\SF_SCALE_STRUCTURE,\SFV0075,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00202,\SPA014,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00203,\SPA014,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00204,\SPA014,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS035;S059;S075,\S2026-07-13
\SPFM00205,\SPA015,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00206,\SPA015,\SF_OBJECTIVE_FORM,\SFV0016,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00207,\SPA015,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00208,\SPA015,\SF_SMOOTHNESS,\SFV0029,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00209,\SPA015,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00210,\SPA015,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00211,\SPA015,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00212,\SPA015,\SF_EVALUATION_COST,\SFV0061,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00213,\SPA015,\SF_NOISE_LEVEL,\SFV0067,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00214,\SPA015,\SF_SOLUTION_GOAL,\SFV0070,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00215,\SPA015,\SF_SCALE_STRUCTURE,\SFV0075,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00216,\SPA015,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00217,\SPA015,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00218,\SPA015,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS033;S035,\S2026-07-13
\SPFM00219,\SPA016,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00220,\SPA016,\SF_OBJECTIVE_FORM,\SFV0016,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00221,\SPA016,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00222,\SPA016,\SF_SMOOTHNESS,\SFV0027,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00223,\SPA016,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00224,\SPA016,\SF_CONSTRAINT_CLASS,\SFV0052,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00225,\SPA016,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00226,\SPA016,\SF_EVALUATION_COST,\SFV0061,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00227,\SPA016,\SF_NOISE_LEVEL,\SFV0067,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00228,\SPA016,\SF_SOLUTION_GOAL,\SFV0073,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00229,\SPA016,\SF_SCALE_STRUCTURE,\SFV0075,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00230,\SPA016,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00231,\SPA016,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00232,\SPA016,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS031;S035,\S2026-07-13
\SPFM00233,\SPA017,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00234,\SPA017,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00235,\SPA017,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00236,\SPA017,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00237,\SPA017,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00238,\SPA017,\SF_CONSTRAINT_CLASS,\SFV0043,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00239,\SPA017,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00240,\SPA017,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00241,\SPA017,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00242,\SPA017,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00243,\SPA017,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00244,\SPA017,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00245,\SPA017,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00246,\SPA017,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS004;S016;S055,\S2026-07-13
\SPFM00247,\SPA017,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS004;S016;S055,\S2026-07-13
\SPFM00248,\SPA017,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS004;S016;S055,\S2026-07-13
\SPFM00249,\SPA018,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00250,\SPA018,\SF_OBJECTIVE_FORM,\SFV0012,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00251,\SPA018,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00252,\SPA018,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00253,\SPA018,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00254,\SPA018,\SF_CONSTRAINT_CLASS,\SFV0043,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00255,\SPA018,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00256,\SPA018,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00257,\SPA018,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00258,\SPA018,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00259,\SPA018,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00260,\SPA018,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00261,\SPA018,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00262,\SPA018,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS012;S016;S062,\S2026-07-13
\SPFM00263,\SPA018,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS012;S016;S062,\S2026-07-13
\SPFM00264,\SPA018,\SF_STRUCTURE_QP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS012;S016;S062,\S2026-07-13
\SPFM00265,\SPA018,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS012;S016;S062,\S2026-07-13
\SPFM00266,\SPA019,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00267,\SPA019,\SF_OBJECTIVE_FORM,\SFV0012,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00268,\SPA019,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00269,\SPA019,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00270,\SPA019,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00271,\SPA019,\SF_CONSTRAINT_CLASS,\SFV0045,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00272,\SPA019,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00273,\SPA019,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00274,\SPA019,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00275,\SPA019,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00276,\SPA019,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00277,\SPA019,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00278,\SPA019,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00279,\SPA019,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00280,\SPA019,\SF_STRUCTURE_QP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS021;S024;S028,\S2026-07-13
\SPFM00281,\SPA019,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS021;S024;S028,\S2026-07-13
\SPFM00282,\SPA020,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00283,\SPA020,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00284,\SPA020,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00285,\SPA020,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00286,\SPA020,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00287,\SPA020,\SF_CONSTRAINT_CLASS,\SFV0048,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00288,\SPA020,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00289,\SPA020,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00290,\SPA020,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00291,\SPA020,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00292,\SPA020,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00293,\SPA020,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00294,\SPA020,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00295,\SPA020,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00296,\SPA020,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00297,\SPA020,\SF_STRUCTURE_CONIC,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00298,\SPA020,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS010;S013;S014;S028;S055,\S2026-07-13
\SPFM00299,\SPA021,\SF_VARIABLE_DOMAIN,\SFV0007,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00300,\SPA021,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00301,\SPA021,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00302,\SPA021,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00303,\SPA021,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00304,\SPA021,\SF_CONSTRAINT_CLASS,\SFV0049,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00305,\SPA021,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00306,\SPA021,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00307,\SPA021,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00308,\SPA021,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00309,\SPA021,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00310,\SPA021,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00311,\SPA021,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00312,\SPA021,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS015;S028;S055,\S2026-07-13
\SPFM00313,\SPA021,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS015;S028;S055,\S2026-07-13
\SPFM00314,\SPA021,\SF_STRUCTURE_SDP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS015;S028;S055,\S2026-07-13
\SPFM00315,\SPA021,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS015;S028;S055,\S2026-07-13
\SPFM00316,\SPA022,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00317,\SPA022,\SF_OBJECTIVE_FORM,\SFV0012,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00318,\SPA022,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00319,\SPA022,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00320,\SPA022,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00321,\SPA022,\SF_CONSTRAINT_CLASS,\SFV0048,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00322,\SPA022,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00323,\SPA022,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00324,\SPA022,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00325,\SPA022,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00326,\SPA022,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00327,\SPA022,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00328,\SPA022,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00329,\SPA022,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00330,\SPA022,\SF_STRUCTURE_QP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00331,\SPA022,\SF_STRUCTURE_CONIC,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00332,\SPA022,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS010;S013;S014;S028,\S2026-07-13
\SPFM00333,\SPA023,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
