fit_id,problem_or_feature_id,target_type,method_id,fit_level,beginner_priority,applicable_conditions,required_conditions,favorable_conditions,unfavorable_conditions,exclusion_conditions,expected_strengths,expected_weaknesses,evaluation_budget_notes,dimensionality_notes,noise_notes,constraint_notes,initialization_notes,guarantee_notes,tuning_notes,rationale,evidence_source_ids,confidence,last_verified
\SPMF00112,\SPA023,\Sproblem,\SM_CP_SAT,\Sstrongly_recommended,\Ssecond_try,\Sinteger/Boolean/schedulingで高性能OSSが必要。,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=medium。停止条件は optimality_gap;time;conflicts;solutions。,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、CP-SATは論理・scheduling global constraints;可行性探索;証明。ただし弱いpropagationで爆発;実数・滑らか構造の利用は弱い。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\SS005;S016;S021;S024;S022;S053;S079,\Shigh,\S2026-07-13
\SPMF00113,\SPA023,\Sproblem,\SM_DYNAMIC_PROGRAMMING,\Srecommended,\Sexpert_guidance_recommended,\SMILP化前に専用法を確認。,\S最適部分構造、network構造、または対応するgraph表現。,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S追加制約が専用構造を破壊;状態次元が巨大,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、動的計画法は汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\SS005;S016;S021;S024;S054,\Smedium,\S2026-07-13
\SPMF00114,\SPA023,\Sproblem,\SM_LOCAL_SEARCH_COMBINATORIAL,\Sconditional,\Sexpert_guidance_recommended,\SMILP化前に専用法を確認。,\S最適部分構造、network構造、または対応するgraph表現。,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S追加制約が専用構造を破壊;状態次元が巨大,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、組合せlocal searchは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\SS005;S016;S021;S024;S054;S023,\Smedium,\S2026-07-13
\SPMF00115,\SPA023,\Sproblem,\SM_SQP,\Sgenerally_unsuitable,\Savoid_as_default,\S微分不要法では評価回数が多すぎる。,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S問題の主要構造・変数型・保証要求と不整合。 離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium_to_high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget。,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\SS005;S016;S021;S024;S017;S029;S030;S056;S064,\Smedium,\S2026-07-13
\SPMF00116,\SPA024,\Sproblem,\SM_BRANCH_CUT,\Sdefault_choice,\Sfirst_try,\S一般MILP/MIQPでgap・証明が必要。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S混合整数二次計画の主要特徴（quadratic、mixed、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS021;S024;S028;S005;S016;S025,\Shigh,\S2026-07-13
\SPMF00117,\SPA024,\Sproblem,\SM_SPATIAL_BRANCH_BOUND,\Sstrongly_recommended,\Ssecond_try,\S非凸global証明が必要でsolverが構造を扱える。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S混合整数二次計画の主要特徴（quadratic、mixed、not_differentiable、cheap）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS021;S024;S028;S005;S016;S025,\Shigh,\S2026-07-13
\SPMF00118,\SPA024,\Sproblem,\SM_CP_SAT,\Srecommended,\Sexpert_guidance_recommended,\SMILP定式化の緩和が弱い。,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=medium。停止条件は optimality_gap;time;conflicts;solutions。,\S混合整数二次計画の主要特徴（quadratic、mixed、not_differentiable、cheap）に対し、CP-SATは論理・scheduling global constraints;可行性探索;証明。ただし弱いpropagationで爆発;実数・滑らか構造の利用は弱い。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS021;S024;S028;S022;S053;S079,\Smedium,\S2026-07-13
\SPMF00119,\SPA024,\Sproblem,\SM_LOCAL_SEARCH_COMBINATORIAL,\Sconditional,\Sexpert_guidance_recommended,\SMILP化前に専用法を確認。,\S最適部分構造、network構造、または対応するgraph表現。,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S追加制約が専用構造を破壊;状態次元が巨大,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,\S混合整数二次計画の主要特徴（quadratic、mixed、not_differentiable、cheap）に対し、組合せlocal searchは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS021;S024;S028;S054;S023,\Smedium,\S2026-07-13
\SPMF00120,\SPA024,\Sproblem,\SM_GENETIC_ALGORITHM,\Sgenerally_unsuitable,\Savoid_as_default,\S局所DFOが初期値依存。,\S評価予算と妥当な変数表現・境界・乱数管理。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S問題の主要構造・変数型・保証要求と不整合。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,\S混合整数二次計画の主要特徴（quadratic、mixed、not_differentiable、cheap）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS021;S024;S028;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPMF00121,\SPA025,\Sproblem,\SM_SPATIAL_BRANCH_BOUND,\Sdefault_choice,\Sexpert_guidance_recommended,\S非凸global証明が必要でsolverが構造を扱える。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S混合整数非線形計画の主要特徴（general_nonlinear、mixed、not_differentiable、moderate）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_DECOMPOSITION を確認する。,\SS021;S029;S005;S016;S024;S025;S028,\Shigh,\S2026-07-13
\SPMF00122,\SPA025,\Sproblem,\SM_OUTER_APPROX_MINLP,\Sstrongly_recommended,\Sexpert_guidance_recommended,\S整数・binaryと線形/対応非線形model、証明またはgapが必要。,\S連続部分が凸・微分可能で適切な正則性。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S混合整数非線形計画の主要特徴（general_nonlinear、mixed、not_differentiable、moderate）に対し、outer approximation MINLPはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_DECOMPOSITION を確認する。,\SS021;S029;S005;S016;S024;S025;S028,\Shigh,\S2026-07-13
\SPMF00123,\SPA025,\Sproblem,\SM_BRANCH_BOUND,\Srecommended,\Sexpert_only,\SCP/graph/DPの専用構造が弱い。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S混合整数非線形計画の主要特徴（general_nonlinear、mixed、not_differentiable、moderate）に対し、branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_DECOMPOSITION を確認する。,\SS021;S029;S005;S016;S024;S025;S028,\Smedium,\S2026-07-13
\SPMF00124,\SPA025,\Sproblem,\SM_GENETIC_ALGORITHM,\Sconditional,\Sexpert_only,\S局所DFOが初期値依存。,\S評価予算と妥当な変数表現・境界・乱数管理。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,\S混合整数非線形計画の主要特徴（general_nonlinear、mixed、not_differentiable、moderate）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_RELAXATION;ALT_DECOMPOSITION を確認する。,\SS021;S029;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPMF00125,\SPA025,\Sproblem,\SM_SQP,\Sgenerally_unsuitable,\Savoid_as_default,\S微分不要法では評価回数が多すぎる。,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S問題の主要構造・変数型・保証要求と不整合。 離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium_to_high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget。,\S混合整数非線形計画の主要特徴（general_nonlinear、mixed、not_differentiable、moderate）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_DECOMPOSITION を確認する。,\SS021;S029;S017;S030;S056;S064,\Smedium,\S2026-07-13
\SPMF00126,\SPA026,\Sproblem,\SM_CP_SAT,\Sdefault_choice,\Sfirst_try,\Sinteger/Boolean/schedulingで高性能OSSが必要。,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S保証の種類と実装statusを個別確認。,\Stuning difficulty=medium。停止条件は optimality_gap;time;conflicts;solutions。,\S制約programming型schedulingの主要特徴（discrete、combinatorial、not_differentiable、cheap）に対し、CP-SATは論理・scheduling global constraints;可行性探索;証明。ただし弱いpropagationで爆発;実数・滑らか構造の利用は弱い。 汎用最適化の前に ALT_FEASIBILITY;ALT_DYNAMIC_PROGRAMMING を確認する。,\SS022;S053;S079,\Shigh,\S2026-07-13
\SPMF00127,\SPA026,\Sproblem,\SM_CP_SEARCH,\Sstrongly_recommended,\Ssecond_try,\Sscheduling/resource/logicが中心。,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S保証の種類と実装statusを個別確認。,\Stuning difficulty=medium。停止条件は optimality_gap;time;conflicts;solutions。,\S制約programming型schedulingの主要特徴（discrete、combinatorial、not_differentiable、cheap）に対し、constraint programming searchは論理・scheduling global constraints;可行性探索;証明。ただし弱いpropagationで爆発;実数・滑らか構造の利用は弱い。 汎用最適化の前に ALT_FEASIBILITY;ALT_DYNAMIC_PROGRAMMING を確認する。,\SS022;S053,\Shigh,\S2026-07-13
\SPMF00128,\SPA026,\Sproblem,\SM_BRANCH_CUT,\Srecommended,\Sexpert_guidance_recommended,\SCP/graph/DPの専用構造が弱い。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S制約programming型schedulingの主要特徴（discrete、combinatorial、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_FEASIBILITY;ALT_DYNAMIC_PROGRAMMING を確認する。,\SS022;S053;S005;S016;S021;S024;S025;S028,\Smedium,\S2026-07-13
\SPMF00129,\SPA026,\Sproblem,\SM_LOCAL_SEARCH_COMBINATORIAL,\Sconditional,\Sexpert_guidance_recommended,\SMILP化前に専用法を確認。,\S最適部分構造、network構造、または対応するgraph表現。,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S追加制約が専用構造を破壊;状態次元が巨大,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S保証の種類と実装statusを個別確認。,\Stuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,\S制約programming型schedulingの主要特徴（discrete、combinatorial、not_differentiable、cheap）に対し、組合せlocal searchは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_FEASIBILITY;ALT_DYNAMIC_PROGRAMMING を確認する。,\SS022;S053;S054;S023,\Smedium,\S2026-07-13
\SPMF00130,\SPA026,\Sproblem,\SM_GENETIC_ALGORITHM,\Sgenerally_unsuitable,\Savoid_as_default,\S局所DFOが初期値依存。,\S評価予算と妥当な変数表現・境界・乱数管理。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S問題の主要構造・変数型・保証要求と不整合。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\Stuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,\S制約programming型schedulingの主要特徴（discrete、combinatorial、not_differentiable、cheap）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_FEASIBILITY;ALT_DYNAMIC_PROGRAMMING を確認する。,\SS022;S053;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPMF00131,\SPA027,\Sproblem,\SM_CDCL_SAT,\Sdefault_choice,\Sfirst_try,\S論理・resource・scheduling制約が中心。,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S論理・scheduling global constraints;可行性探索;証明,\S弱いpropagationで爆発;実数・滑らか構造の利用は弱い,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\S保証の種類と実装statusを個別確認。,\Stuning difficulty=medium。停止条件は optimality_gap;time;conflicts;solutions。,\SSAT・MaxSATの主要特徴（discrete、logical、not_differentiable、cheap）に対し、CDCL SATは論理・scheduling global constraints;可行性探索;証明。ただし弱いpropagationで爆発;実数・滑らか構造の利用は弱い。 汎用最適化の前に ALT_FEASIBILITY;ALT_SPECIALIZED を確認する。,\SS022;S053,\Shigh,\S2026-07-13
