problem_id,problem_name_ja,method_id,method_name_ja,method_family_id,fit_level,beginner_priority,variable_type,objective_structure,constraint_structure,convexity,smoothness,derivative_access,dimension_context,evaluation_cost,noise,solution_requirement,required_conditions,exclusion_conditions,guarantee_notes,budget_notes,representative_implementation_ids,evidence_source_ids,confidence,last_verified
PA015,高次元black-box,M_TURBO_SAASBO,高次元局所Bayesian最適化,MF_SURROGATE_HPO,default_choice,first_try,continuous,simulation,bounds,nonconvex,unknown,none_available,high,expensive,unknown,global_candidate,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,I_BOTORCH;I_AX,S033;S035;S034;S036;S037;S038;S059;S069;S075,high,2026-07-13
PA015,高次元black-box,M_SPSA,同時摂動確率近似,MF_DFO_LOCAL,strongly_recommended,second_try,continuous,simulation,bounds,nonconvex,unknown,none_available,high,expensive,unknown,global_candidate,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S033;S035;S002;S018;S031;S060;S063;S056,high,2026-07-13
PA015,高次元black-box,M_CMA_ES,CMA-ES,MF_EVOLUTIONARY,recommended,expert_guidance_recommended,continuous,simulation,bounds,nonconvex,unknown,none_available,high,expensive,unknown,global_candidate,評価予算と妥当な変数表現・境界・乱数管理。,評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYCMA;I_NEVERGRAD,S033;S035;S032;S040;S058;S074,medium,2026-07-13
PA015,高次元black-box,M_DIFFERENTIAL_EVOLUTION,差分進化,MF_GLOBAL_SEARCH,conditional,expert_guidance_recommended,continuous,simulation,bounds,nonconvex,unknown,none_available,high,expensive,unknown,global_candidate,有限探索領域と十分な評価予算。証明型では追加構造。,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_DIFFERENTIAL_EVOLUTION;I_NEVERGRAD,S033;S035;S006;S007;S008;S009;S072;S073;S074,medium,2026-07-13
PA015,高次元black-box,M_BAYESIAN_OPT_GP,Gaussian process Bayesian optimization,MF_SURROGATE_HPO,generally_unsuitable,avoid_as_default,continuous,simulation,bounds,nonconvex,unknown,none_available,high,expensive,unknown,global_candidate,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,問題の主要構造・変数型・保証要求と不整合。,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,I_OPTUNA;I_BOTORCH;I_AX;I_RAY_TUNE,S033;S035;S034;S036;S037;S038;S059;S069;S075,medium,2026-07-13
PA016,失敗・NaNを伴うsimulation,M_MADS,mesh adaptive direct search,MF_DFO_LOCAL,default_choice,first_try,mixed,simulation,implicit,nonconvex,discontinuous,none_available,medium,expensive,unknown,feasible_only,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_NOMAD,S031;S035;S002;S018;S060;S063,high,2026-07-13
PA016,失敗・NaNを伴うsimulation,M_RANDOM_SEARCH,random search,MF_SURROGATE_HPO,strongly_recommended,second_try,mixed,simulation,implicit,nonconvex,discontinuous,none_available,medium,expensive,unknown,feasible_only,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,I_NEVERGRAD;I_OPTUNA;I_AX;I_SMAC3;I_RAY_TUNE,S031;S035;S034;S036;S037;S038;S059;S069;S075,high,2026-07-13
PA016,失敗・NaNを伴うsimulation,M_CMA_ES,CMA-ES,MF_EVOLUTIONARY,recommended,expert_guidance_recommended,mixed,simulation,implicit,nonconvex,discontinuous,none_available,medium,expensive,unknown,feasible_only,評価予算と妥当な変数表現・境界・乱数管理。,離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYCMA;I_NEVERGRAD,S031;S035;S032;S033;S040;S058;S074,medium,2026-07-13
PA016,失敗・NaNを伴うsimulation,M_BAYESIAN_OPT_GP,Gaussian process Bayesian optimization,MF_SURROGATE_HPO,conditional,expert_guidance_recommended,mixed,simulation,implicit,nonconvex,discontinuous,none_available,medium,expensive,unknown,feasible_only,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,I_OPTUNA;I_BOTORCH;I_AX;I_RAY_TUNE,S031;S035;S034;S036;S037;S038;S059;S069;S075,medium,2026-07-13
PA016,失敗・NaNを伴うsimulation,M_BFGS,BFGS法,MF_SMOOTH_LOCAL,generally_unsuitable,avoid_as_default,mixed,simulation,implicit,nonconvex,discontinuous,none_available,medium,expensive,unknown,feasible_only,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,問題の主要構造・変数型・保証要求と不整合。 離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。 noiseが局所model・停止判定を破壊する。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_BFGS;I_OPTIMJL,S031;S035;S002;S056;S057,medium,2026-07-13
PA017,線形計画,M_DUAL_SIMPLEX,dual simplex法,MF_LP_QP_CONIC,default_choice,first_try,continuous,linear,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP,S004;S016;S055;S010;S012;S013;S014;S062,high,2026-07-13
PA017,線形計画,M_SIMPLEX,primal simplex法,MF_LP_QP_CONIC,strongly_recommended,second_try,continuous,linear,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP;I_GUROBI;I_CPLEX,S004;S016;S055;S010;S012;S013;S014;S062,high,2026-07-13
PA017,線形計画,M_BARRIER_LP_QP,primal-dual barrier法,MF_LP_QP_CONIC,recommended,expert_guidance_recommended,continuous,linear,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,S004;S016;S055;S010;S012;S013;S014;S062,medium,2026-07-13
PA017,線形計画,M_PDLP,primal-dual hybrid gradient for LP,MF_LP_QP_CONIC,conditional,expert_guidance_recommended,continuous,linear,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_ORTOOLS_PDLP,S004;S016;S055;S010;S012;S013;S014;S062;S078,medium,2026-07-13
PA017,線形計画,M_SQP,逐次二次計画法,MF_CONSTRAINED_NLP,generally_unsuitable,avoid_as_default,continuous,linear,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_KNITRO;I_SNOPT;I_CASADI;I_ACADOS,S004;S016;S055;S017;S029;S030;S056;S064,medium,2026-07-13
PA018,凸二次計画,M_ADMM_QP,operator-splitting QP,MF_LP_QP_CONIC,default_choice,first_try,continuous,quadratic,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_OSQP;I_CVXPY;I_ACADOS,S012;S016;S062;S004;S010;S013;S014;S055,high,2026-07-13
PA018,凸二次計画,M_ACTIVE_SET_QP,active-set QP,MF_LP_QP_CONIC,strongly_recommended,second_try,continuous,quadratic,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S012;S016;S062;S004;S010;S013;S014;S055,high,2026-07-13
PA018,凸二次計画,M_BARRIER_LP_QP,primal-dual barrier法,MF_LP_QP_CONIC,recommended,expert_guidance_recommended,continuous,quadratic,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,S012;S016;S062;S004;S010;S013;S014;S055,medium,2026-07-13
PA018,凸二次計画,M_PRIMAL_DUAL_CONIC,primal-dual錐内点法,MF_LP_QP_CONIC,conditional,expert_guidance_recommended,continuous,quadratic,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,S012;S016;S062;S004;S010;S013;S014;S055;S028,medium,2026-07-13
PA018,凸二次計画,M_BFGS,BFGS法,MF_SMOOTH_LOCAL,generally_unsuitable,avoid_as_default,continuous,quadratic,linear,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_BFGS;I_OPTIMJL,S012;S016;S062;S002;S056;S057,medium,2026-07-13
PA019,非凸QP/QCQP,M_SPATIAL_BRANCH_BOUND,空間branch-and-bound,MF_DISCRETE_EXACT,default_choice,expert_guidance_recommended,continuous,quadratic,mixed,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,global_proof,有限離散領域、妥当な定式化、solverが扱える連続緩和。,noiseを含むblack-box;曖昧なlogic;巨大Big-M,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_SCIP;I_GUROBI,S021;S024;S028;S005;S016;S025,high,2026-07-13
PA019,非凸QP/QCQP,M_PRIMAL_DUAL_CONIC,primal-dual錐内点法,MF_LP_QP_CONIC,strongly_recommended,expert_guidance_recommended,continuous,quadratic,mixed,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,S021;S024;S028;S004;S010;S012;S013;S014;S016;S055;S062,high,2026-07-13
PA019,非凸QP/QCQP,M_MULTISTART,multi-start局所最適化,MF_GLOBAL_SEARCH,recommended,expert_only,continuous,quadratic,mixed,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,global_proof,有限探索領域と十分な評価予算。証明型では追加構造。,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_BASINHOPPING,S021;S024;S028;S006;S007;S008;S009;S072;S073;S074;S056,medium,2026-07-13
PA019,非凸QP/QCQP,M_INTERIOR_POINT_NLP,NLP内点法,MF_CONSTRAINED_NLP,conditional,expert_only,continuous,quadratic,mixed,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,global_proof,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,S021;S024;S028;S017;S029;S030;S056;S064,medium,2026-07-13
PA019,非凸QP/QCQP,M_DIFFERENTIAL_EVOLUTION,差分進化,MF_GLOBAL_SEARCH,generally_unsuitable,avoid_as_default,continuous,quadratic,mixed,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,global_proof,有限探索領域と十分な評価予算。証明型では追加構造。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_DIFFERENTIAL_EVOLUTION;I_NEVERGRAD,S021;S024;S028;S006;S007;S008;S009;S072;S073;S074,medium,2026-07-13
PA020,二次錐計画,M_PRIMAL_DUAL_CONIC,primal-dual錐内点法,MF_LP_QP_CONIC,default_choice,first_try,continuous,linear,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,S010;S013;S014;S028;S055;S004;S012;S016;S062,high,2026-07-13
PA020,二次錐計画,M_BARRIER_LP_QP,primal-dual barrier法,MF_LP_QP_CONIC,strongly_recommended,second_try,continuous,linear,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,S010;S013;S014;S028;S055;S004;S012;S016;S062,high,2026-07-13
PA020,二次錐計画,M_ADMM,交互方向乗数法,MF_COMPOSITE_CONVEX,recommended,expert_guidance_recommended,continuous,linear,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS,S010;S013;S014;S028;S055;S061;S066;S067,medium,2026-07-13
PA020,二次錐計画,M_INTERIOR_POINT_NLP,NLP内点法,MF_CONSTRAINED_NLP,conditional,expert_guidance_recommended,continuous,linear,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,S010;S013;S014;S028;S055;S017;S029;S030;S056;S064,medium,2026-07-13
PA020,二次錐計画,M_SLSQP,SLSQP,MF_CONSTRAINED_NLP,generally_unsuitable,avoid_as_default,continuous,linear,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_SLSQP,S010;S013;S014;S028;S055;S017;S029;S030;S056;S064;S002,medium,2026-07-13
PA021,半正定値計画,M_PRIMAL_DUAL_CONIC,primal-dual錐内点法,MF_LP_QP_CONIC,default_choice,expert_guidance_recommended,psd_matrix,linear,semidefinite,convex,smooth,analytic_gradient,medium,moderate,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,S015;S028;S055;S004;S010;S012;S013;S014;S016;S062,high,2026-07-13
PA021,半正定値計画,M_BARRIER_LP_QP,primal-dual barrier法,MF_LP_QP_CONIC,strongly_recommended,expert_guidance_recommended,psd_matrix,linear,semidefinite,convex,smooth,analytic_gradient,medium,moderate,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,S015;S028;S055;S004;S010;S012;S013;S014;S016;S062,high,2026-07-13
PA021,半正定値計画,M_ADMM,交互方向乗数法,MF_COMPOSITE_CONVEX,recommended,expert_only,psd_matrix,linear,semidefinite,convex,smooth,analytic_gradient,medium,moderate,deterministic,global_proof,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS,S015;S028;S055;S061;S066;S067,medium,2026-07-13
PA021,半正定値計画,M_RIEMANNIAN_TRUST_REGION,Riemann trust-region法,MF_MANIFOLD,conditional,expert_only,psd_matrix,linear,semidefinite,convex,smooth,analytic_gradient,medium,moderate,deterministic,global_proof,変数の多様体構造、接空間射影、retraction、Riemann metricが定義可能。,多様体構造が不要;不連続;離散変数,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMANOPT;I_MANOPT_MATLAB,S015;S028;S055;S044;S045;S071,medium,2026-07-13
PA021,半正定値計画,M_SLSQP,SLSQP,MF_CONSTRAINED_NLP,generally_unsuitable,avoid_as_default,psd_matrix,linear,semidefinite,convex,smooth,analytic_gradient,medium,moderate,deterministic,global_proof,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_SLSQP,S015;S028;S055;S017;S029;S030;S056;S064;S002,medium,2026-07-13
PA022,一般錐最適化,M_PRIMAL_DUAL_CONIC,primal-dual錐内点法,MF_LP_QP_CONIC,default_choice,first_try,continuous,quadratic,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,S010;S013;S014;S028;S004;S012;S016;S055;S062,high,2026-07-13
PA022,一般錐最適化,M_ADMM,交互方向乗数法,MF_COMPOSITE_CONVEX,strongly_recommended,second_try,continuous,quadratic,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS,S010;S013;S014;S028;S055;S061;S066;S067,high,2026-07-13
PA022,一般錐最適化,M_BARRIER_LP_QP,primal-dual barrier法,MF_LP_QP_CONIC,recommended,expert_guidance_recommended,continuous,quadratic,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,S010;S013;S014;S028;S004;S012;S016;S055;S062,medium,2026-07-13
PA022,一般錐最適化,M_INTERIOR_POINT_NLP,NLP内点法,MF_CONSTRAINED_NLP,conditional,expert_guidance_recommended,continuous,quadratic,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,S010;S013;S014;S028;S017;S029;S030;S056;S064,medium,2026-07-13
PA022,一般錐最適化,M_CMA_ES,CMA-ES,MF_EVOLUTIONARY,generally_unsuitable,avoid_as_default,continuous,quadratic,conic,convex,smooth,analytic_gradient,high,cheap,deterministic,global_proof,評価予算と妥当な変数表現・境界・乱数管理。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYCMA;I_NEVERGRAD,S010;S013;S014;S028;S032;S033;S040;S058;S074,medium,2026-07-13
PA023,混合整数線形計画,M_BRANCH_CUT,branch-and-cut,MF_DISCRETE_EXACT,default_choice,first_try,mixed,linear,mixed,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,有限離散領域、妥当な定式化、solverが扱える連続緩和。,noiseを含むblack-box;曖昧なlogic;巨大Big-M,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,S005;S016;S021;S024;S025;S028,high,2026-07-13
PA023,混合整数線形計画,M_CP_SAT,CP-SAT,MF_CONSTRAINT_PROGRAMMING,strongly_recommended,second_try,mixed,linear,mixed,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,本質的に連続滑らか;実数精度を整数scaleで表せない,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_ORTOOLS_CPSAT;I_MINIZINC,S005;S016;S021;S024;S022;S053;S079,high,2026-07-13
PA023,混合整数線形計画,M_DYNAMIC_PROGRAMMING,動的計画法,MF_GRAPH_DP,recommended,expert_guidance_recommended,mixed,linear,mixed,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S005;S016;S021;S024;S054,medium,2026-07-13
PA023,混合整数線形計画,M_LOCAL_SEARCH_COMBINATORIAL,組合せlocal search,MF_GRAPH_DP,conditional,expert_guidance_recommended,mixed,linear,mixed,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_ORTOOLS_ROUTING,S005;S016;S021;S024;S054;S023,medium,2026-07-13
PA023,混合整数線形計画,M_SQP,逐次二次計画法,MF_CONSTRAINED_NLP,generally_unsuitable,avoid_as_default,mixed,linear,mixed,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,問題の主要構造・変数型・保証要求と不整合。 離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_KNITRO;I_SNOPT;I_CASADI;I_ACADOS,S005;S016;S021;S024;S017;S029;S030;S056;S064,medium,2026-07-13
PA024,混合整数二次計画,M_BRANCH_CUT,branch-and-cut,MF_DISCRETE_EXACT,default_choice,first_try,mixed,quadratic,mixed,nonconvex,discrete_valued,not_differentiable,medium,cheap,deterministic,optimality_gap,有限離散領域、妥当な定式化、solverが扱える連続緩和。,noiseを含むblack-box;曖昧なlogic;巨大Big-M,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,S021;S024;S028;S005;S016;S025,high,2026-07-13
