method_implementation_map_id,method_id,implementation_id,support_level,api_name,method_selector,implementation_notes,limitations,source_ids,confidence,last_verified
MIM00107,M_GENETIC_ALGORITHM,I_DEAP,native,deap.algorithms / toolbox,,frameworkでありdefault solverではない。encoding/operator/fitness/constraint処理の妥当性は利用者責任。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S040,high,2026-07-13
MIM00108,M_PARTICLE_SWARM,I_DEAP,native,deap.algorithms / toolbox,,frameworkでありdefault solverではない。encoding/operator/fitness/constraint処理の妥当性は利用者責任。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S040,high,2026-07-13
MIM00109,M_NSGA_II,I_DEAP,native,deap.algorithms / toolbox,,frameworkでありdefault solverではない。encoding/operator/fitness/constraint処理の妥当性は利用者責任。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S040,high,2026-07-13
MIM00110,M_GAUSS_NEWTON,I_CERES,native,ceres::Solve,,robust loss、Schur structure、local parameterization/manifold、linear solver choiceが重要。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S041;S077,high,2026-07-13
MIM00111,M_LEVENBERG_MARQUARDT,I_CERES,native,ceres::Solve,,robust loss、Schur structure、local parameterization/manifold、linear solver choiceが重要。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S041;S077,high,2026-07-13
MIM00112,M_TRUST_KRYLOV,I_CERES,native,ceres::Solve,,robust loss、Schur structure、local parameterization/manifold、linear solver choiceが重要。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S041;S077,high,2026-07-13
MIM00113,M_INTERIOR_POINT_NLP,I_CASADI,native,casadi.nlpsol / qpsol,plugin name,CasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S042,high,2026-07-13
MIM00114,M_SQP,I_CASADI,native,casadi.nlpsol / qpsol,plugin name,CasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S042,high,2026-07-13
MIM00115,M_MULTIPLE_SHOOTING,I_CASADI,native,casadi.nlpsol / qpsol,plugin name,CasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S042,high,2026-07-13
MIM00116,M_DIRECT_COLLOCATION,I_CASADI,native,casadi.nlpsol / qpsol,plugin name,CasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S042,high,2026-07-13
MIM00117,M_MULTIPLE_SHOOTING,I_ACADOS,native,AcadosOcpSolver / native,,real-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S043;S076,high,2026-07-13
MIM00118,M_SQP,I_ACADOS,native,AcadosOcpSolver / native,,real-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S043;S076,high,2026-07-13
MIM00119,M_ILQR_DDP,I_ACADOS,native,AcadosOcpSolver / native,,real-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S043;S076,high,2026-07-13
MIM00120,M_ADMM_QP,I_ACADOS,native,AcadosOcpSolver / native,,real-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S043;S076,high,2026-07-13
MIM00121,M_RIEMANNIAN_GRADIENT,I_PYMANOPT,native,pymanopt.optimizers.*,,manifold、backend、cost decorator、Riemannian derivative validationを確認。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S044,high,2026-07-13
MIM00122,M_RIEMANNIAN_TRUST_REGION,I_PYMANOPT,native,pymanopt.optimizers.*,,manifold、backend、cost decorator、Riemannian derivative validationを確認。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S044,high,2026-07-13
MIM00123,M_RIEMANNIAN_GRADIENT,I_MANOPT_MATLAB,native,trustregions / conjugategradient / steepestdescent,,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S045,medium,2026-07-13
MIM00124,M_RIEMANNIAN_TRUST_REGION,I_MANOPT_MATLAB,native,trustregions / conjugategradient / steepestdescent,,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S045,medium,2026-07-13
MIM00125,M_LBFGS,I_JAXOPT,native,jaxopt.*,,official repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S046,high,2026-07-13
MIM00126,M_PROJECTED_GRADIENT,I_JAXOPT,native,jaxopt.*,,official repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S046,high,2026-07-13
MIM00127,M_GAUSS_NEWTON,I_JAXOPT,native,jaxopt.*,,official repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S046,high,2026-07-13
MIM00128,M_PROX_GRADIENT,I_JAXOPT,native,jaxopt.*,,official repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S046,high,2026-07-13
MIM00129,M_SGD,I_OPTAX,native,optax.*,,optimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S047,high,2026-07-13
MIM00130,M_MOMENTUM_SGD,I_OPTAX,native,optax.*,,optimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S047,high,2026-07-13
MIM00131,M_ADAM,I_OPTAX,native,optax.*,,optimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S047,high,2026-07-13
MIM00132,M_ADAMW,I_OPTAX,native,optax.*,,optimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S047,high,2026-07-13
MIM00133,M_SGD,I_PYTORCH_OPTIM,native,torch.optim.*,,optimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S048,high,2026-07-13
MIM00134,M_MOMENTUM_SGD,I_PYTORCH_OPTIM,native,torch.optim.*,,optimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S048,high,2026-07-13
MIM00135,M_ADAM,I_PYTORCH_OPTIM,native,torch.optim.*,,optimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S048,high,2026-07-13
MIM00136,M_ADAMW,I_PYTORCH_OPTIM,native,torch.optim.*,,optimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S048,high,2026-07-13
MIM00137,M_LBFGS,I_PYTORCH_OPTIM,native,torch.optim.*,,optimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S048,high,2026-07-13
MIM00138,M_SGD,I_TENSORFLOW_OPTIM,native,tf.keras.optimizers.*,,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S049,high,2026-07-13
MIM00139,M_MOMENTUM_SGD,I_TENSORFLOW_OPTIM,native,tf.keras.optimizers.*,,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S049,high,2026-07-13
MIM00140,M_ADAM,I_TENSORFLOW_OPTIM,native,tf.keras.optimizers.*,,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S049,high,2026-07-13
MIM00141,M_ADAMW,I_TENSORFLOW_OPTIM,native,tf.keras.optimizers.*,,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S049,high,2026-07-13
MIM00142,M_DIRECT_COLLOCATION,I_DRAKE,native,pydrake.solvers.MathematicalProgram,,MathematicalProgramと個別solver、geometry/trajectory classesを分離。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S050,high,2026-07-13
MIM00143,M_MULTIPLE_SHOOTING,I_DRAKE,native,pydrake.solvers.MathematicalProgram,,MathematicalProgramと個別solver、geometry/trajectory classesを分離。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S050,high,2026-07-13
MIM00144,M_INTERIOR_POINT_NLP,I_DRAKE,native,pydrake.solvers.MathematicalProgram,,MathematicalProgramと個別solver、geometry/trajectory classesを分離。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S050,high,2026-07-13
MIM00145,M_BRANCH_CUT,I_DRAKE,native,pydrake.solvers.MathematicalProgram,,MathematicalProgramと個別solver、geometry/trajectory classesを分離。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S050,high,2026-07-13
MIM00146,M_SIMPLEX,I_JUMP,via_wrapper,JuMP.optimize!,optimizer backend,JuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S051,high,2026-07-13
MIM00147,M_PRIMAL_DUAL_CONIC,I_JUMP,via_wrapper,JuMP.optimize!,optimizer backend,JuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S051,high,2026-07-13
MIM00148,M_BRANCH_CUT,I_JUMP,via_wrapper,JuMP.optimize!,optimizer backend,JuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S051,high,2026-07-13
MIM00149,M_INTERIOR_POINT_NLP,I_JUMP,via_wrapper,JuMP.optimize!,optimizer backend,JuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S051,high,2026-07-13
MIM00150,M_BFGS,I_OPTIMJL,native,Optim.optimize,algorithm object,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S052,high,2026-07-13
MIM00151,M_LBFGS,I_OPTIMJL,native,Optim.optimize,algorithm object,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S052,high,2026-07-13
MIM00152,M_NELDER_MEAD,I_OPTIMJL,native,Optim.optimize,algorithm object,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S052,high,2026-07-13
MIM00153,M_NEWTON,I_OPTIMJL,native,Optim.optimize,algorithm object,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S052,high,2026-07-13
MIM00154,M_TRUST_NCG,I_OPTIMJL,native,Optim.optimize,algorithm object,,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S052,high,2026-07-13
MIM00155,M_CP_SEARCH,I_MINIZINC,via_wrapper,minizinc command/API,solver backend,model/flattening/backendの三層。global constraintがbackendで分解される差を確認。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S053,high,2026-07-13
MIM00156,M_CP_SAT,I_MINIZINC,via_wrapper,minizinc command/API,solver backend,model/flattening/backendの三層。global constraintがbackendで分解される差を確認。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S053,high,2026-07-13
MIM00157,M_BRANCH_CUT,I_MINIZINC,via_wrapper,minizinc command/API,solver backend,model/flattening/backendの三層。global constraintがbackendで分解される差を確認。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S053,high,2026-07-13
MIM00158,M_CDCL_SAT,I_MINIZINC,via_wrapper,minizinc command/API,solver backend,model/flattening/backendの三層。global constraintがbackendで分解される差を確認。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S053,high,2026-07-13
MIM00159,M_SIMPLEX,I_EXCEL_SOLVER,native,Excel Solver UI,,教育・小規模GUI用途。engine/version/option、scale、integer tolerance、status reportを保存し再現性を確保。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S081,high,2026-07-13
MIM00160,M_GRADIENT_DESCENT,I_EXCEL_SOLVER,native,Excel Solver UI,,教育・小規模GUI用途。engine/version/option、scale、integer tolerance、status reportを保存し再現性を確保。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S081,high,2026-07-13
MIM00161,M_BRANCH_BOUND,I_EXCEL_SOLVER,native,Excel Solver UI,,教育・小規模GUI用途。engine/version/option、scale、integer tolerance、status reportを保存し再現性を確保。,機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,S081,high,2026-07-13
MIM00162,M_RIEMANNIAN_GRADIENT,I_MANOPT_JL,native,Manopt.jl solver functions,,Julia-native Riemannian optimization; verify manifold interface and derivative conventions.,Features and signatures are version-dependent; implementation support does not by itself imply problem suitability.,S095,high,2026-07-13
MIM00163,M_RIEMANNIAN_TRUST_REGION,I_MANOPT_JL,native,Manopt.jl solver functions,,Julia-native Riemannian optimization; verify manifold interface and derivative conventions.,Features and signatures are version-dependent; implementation support does not by itself imply problem suitability.,S095,high,2026-07-13
