evidence_link_id,source_id,target_table,target_id,supported_field,claim_summary,evidence_role,confidence,last_verified
EL001415,S056,problem_method_fit,PMF00022,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Levenberg–Marquardt法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,high,2026-07-13
EL001416,S002,problem_method_fit,PMF00022,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Levenberg–Marquardt法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,high,2026-07-13
EL001417,S041,problem_method_fit,PMF00022,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Levenberg–Marquardt法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,high,2026-07-13
EL001418,S003,problem_method_fit,PMF00023,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001419,S056,problem_method_fit,PMF00023,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001420,S002,problem_method_fit,PMF00023,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001421,S057,problem_method_fit,PMF00023,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001422,S065,problem_method_fit,PMF00023,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001423,S003,problem_method_fit,PMF00024,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001424,S056,problem_method_fit,PMF00024,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001425,S047,problem_method_fit,PMF00024,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001426,S048,problem_method_fit,PMF00024,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001427,S049,problem_method_fit,PMF00024,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001428,S070,problem_method_fit,PMF00024,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001429,S003,problem_method_fit,PMF00025,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001430,S056,problem_method_fit,PMF00025,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001431,S032,problem_method_fit,PMF00025,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001432,S033,problem_method_fit,PMF00025,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001433,S040,problem_method_fit,PMF00025,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001434,S058,problem_method_fit,PMF00025,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001435,S074,problem_method_fit,PMF00025,row,線形最小二乗の主要特徴（sum_of_squares、unconstrained、jacobian、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_LEAST_SQUARES;ALT_LINEAR_SYSTEM を確認する。,supporting_or_primary,medium,2026-07-13
EL001436,S002,problem_method_fit,PMF00026,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001437,S056,problem_method_fit,PMF00026,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001438,S057,problem_method_fit,PMF00026,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001439,S002,problem_method_fit,PMF00027,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、厳密trust-region Newton法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001440,S056,problem_method_fit,PMF00027,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、厳密trust-region Newton法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001441,S003,problem_method_fit,PMF00027,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、厳密trust-region Newton法はNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001442,S002,problem_method_fit,PMF00028,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Newton法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001443,S056,problem_method_fit,PMF00028,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Newton法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001444,S057,problem_method_fit,PMF00028,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Newton法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001445,S002,problem_method_fit,PMF00029,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001446,S056,problem_method_fit,PMF00029,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001447,S018,problem_method_fit,PMF00029,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001448,S031,problem_method_fit,PMF00029,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001449,S060,problem_method_fit,PMF00029,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001450,S063,problem_method_fit,PMF00029,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001451,S002,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001452,S056,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001453,S006,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001454,S007,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001455,S008,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001456,S009,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001457,S072,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001458,S073,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001459,S074,problem_method_fit,PMF00030,row,滑らかな低次元無制約の主要特徴（general_nonlinear、unconstrained、analytic_gradient、cheap）に対し、差分進化は多峰性;複数解候補;局所法の初期値依存を緩和。ただし評価費大;証明が弱い;次元の呪い。 汎用最適化の前に ALT_CLOSED_FORM;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001460,S019,problem_method_fit,PMF00031,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001461,S046,problem_method_fit,PMF00031,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001462,S056,problem_method_fit,PMF00031,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001463,S002,problem_method_fit,PMF00031,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001464,S057,problem_method_fit,PMF00031,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001465,S065,problem_method_fit,PMF00031,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、L-BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001466,S019,problem_method_fit,PMF00032,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Newton-CG法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001467,S046,problem_method_fit,PMF00032,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Newton-CG法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001468,S056,problem_method_fit,PMF00032,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Newton-CG法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001469,S002,problem_method_fit,PMF00032,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Newton-CG法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001470,S057,problem_method_fit,PMF00032,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Newton-CG法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001471,S019,problem_method_fit,PMF00033,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、trust-krylovはNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001472,S046,problem_method_fit,PMF00033,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、trust-krylovはNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001473,S056,problem_method_fit,PMF00033,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、trust-krylovはNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001474,S002,problem_method_fit,PMF00033,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、trust-krylovはNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001475,S003,problem_method_fit,PMF00033,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、trust-krylovはNewton型の速さと大域化;不定Hessianに対処可能。ただし部分問題と微分の品質に依存;実装が複雑。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001476,S019,problem_method_fit,PMF00034,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001477,S046,problem_method_fit,PMF00034,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001478,S056,problem_method_fit,PMF00034,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001479,S002,problem_method_fit,PMF00034,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001480,S057,problem_method_fit,PMF00034,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001481,S019,problem_method_fit,PMF00035,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001482,S046,problem_method_fit,PMF00035,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001483,S056,problem_method_fit,PMF00035,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
EL001484,S002,problem_method_fit,PMF00035,row,高次元・勾配利用可能の主要特徴（general_nonlinear、unconstrained、automatic_differentiation、moderate）に対し、Nelder–Mead単体法は微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種。ただし高次元で評価数が急増;局所解;停止判定が弱い。 汎用最適化の前に ALT_DECOMPOSITION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,medium,2026-07-13
