method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
M_AUGMENTED_LAGRANGIAN,拡張Lagrange法,Augmented Lagrangian,ALM,MF_CONSTRAINED_NLP,variant,Lagrange項と二次penaltyを組み合わせ制約を段階的に満たす。,continuous_nlp;constraints,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,gradient;jacobian;optional_hessian_or_hvp,continuous,bounds;linear;nonlinear,strong,yes_local_only,local,deterministic,local_numerical,正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,KKT_residual;primal_dual_residual,medium_to_high_with_sparsity,medium_to_high,KKT系またはQP部分問題の解法。,目的・勾配・制約・Jacobianを反復評価。,subproblem_dependent,medium_to_high_nonconvex,medium,very_high,low,low,augmented_lagrangian,implementation_dependent,conditional,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,infeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,離散変数;不連続制約;強いノイズ,滑らかな一般制約NLPで、正確なJacobianがある。,微分不要法では評価回数が多すぎる。,KKT残差停滞;制約違反が減らない;正則化反復が増大。,medium,high,high,high,KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,constraint_violation;stationarity;complementarity;factorization_status,,MF_CONSTRAINED_NLP,,S017;S029;S030;S056;S064;S018,high,2026-07-13
M_PROJECTED_GRADIENT,射影勾配法,Projected gradient,PGD,MF_CONSTRAINED_NLP,variant,gradient step後に実行可能集合へ射影する。,continuous_nlp;constraints,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,gradient;jacobian;optional_hessian_or_hvp,continuous,easy_projection_sets,strong,yes_local_only,local,deterministic,local_numerical,正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,KKT_residual;primal_dual_residual,very_high,low,KKT系またはQP部分問題の解法。,目的・勾配・制約・Jacobianを反復評価。,sparse_linear_algebra,medium_to_high_nonconvex,medium,very_high,low,low,filter;merit;barrier;penalty_by_variant,implementation_dependent,conditional,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,infeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,離散変数;不連続制約;強いノイズ,凸または局所問題で射影が安価。,微分不要法では評価回数が多すぎる。,KKT残差停滞;制約違反が減らない;正則化反復が増大。,medium,high,high,high,KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,constraint_violation;stationarity;complementarity;factorization_status,,MF_CONSTRAINED_NLP,,S017;S029;S030;S056;S064;S055;S066,high,2026-07-13
M_ACTIVE_SET,active-set NLP/QP,Active-set method,working-set,MF_CONSTRAINED_NLP,variant,activeと推定した制約だけで部分問題を解く。,continuous_nlp;constraints,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,gradient;jacobian;optional_hessian_or_hvp,continuous,bounds;linear;nonlinear,strong,yes_local_only,local,deterministic,local_numerical,正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,KKT_residual;primal_dual_residual,medium_to_high_with_sparsity,medium_to_high,KKT系またはQP部分問題の解法。,目的・勾配・制約・Jacobianを反復評価。,sparse_linear_algebra,medium_to_high_nonconvex,medium,very_high,low,low,filter;merit;barrier;penalty_by_variant,strong,conditional,一般制約を直接扱う;KKT診断;疎性利用,微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,infeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,離散変数;不連続制約;強いノイズ,小中規模またはactive setが安定し、warm startを多用。,微分不要法では評価回数が多すぎる。,KKT残差停滞;制約違反が減らない;正則化反復が増大。,medium,high,high,high,KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,constraint_violation;stationarity;complementarity;factorization_status,,MF_CONSTRAINED_NLP,,S017;S029;S030;S056;S064;S012;S016,high,2026-07-13
M_PROX_GRADIENT,近接勾配法,Proximal gradient,forward-backward splitting,MF_COMPOSITE_CONVEX,variant,滑らかな項へgradient、非滑らかな項へproxを適用。,convex;composite;nonsmooth;sparse;distributed,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,gradient_of_smooth_part;prox_or_subgradient,continuous;structured,simple_sets;separable_constraints;consensus,primary,conditional_without_global_guarantee,convex_global,deterministic,local_numerical,凸性・Lipschitz性等の下で目的gapや残差の収束率。,primal_dual_gap;fixed_point_residual,very_high,low_to_medium,勾配・prox・射影・分離部分問題。,多反復だが各反復は比較的安価。,high_for_separable_or_distributed,low_convex,medium,high,medium_by_variant,nonsmooth_yes_discontinuous_no,projection;prox;dual_variables,yes,yes_by_variant,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,step_size_too_large;admm_residual_imbalance;slow_subgradient,非凸で証明必須;prox/射影が高価;離散変数,f(x)+g(x)でf滑らか凸、gのproxが安価。,汎用NLPが規模・非滑らかさで苦戦。,残差の一方だけ停滞;反復回数過大;proxが支配的。,medium,medium,medium,high,primal_dual_residual;objective_gap;fixed_point_residual;budget,primal_residual;dual_residual;step_size;prox_time,,MF_COMPOSITE_CONVEX,,S055;S061;S066;S067,high,2026-07-13
M_FISTA,FISTA,Fast iterative shrinkage-thresholding algorithm,accelerated proximal gradient,MF_COMPOSITE_CONVEX,variant,Nesterov型加速を加えた近接勾配法。,convex;composite;nonsmooth;sparse;distributed,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,gradient_of_smooth_part;prox_or_subgradient,continuous;structured,simple_sets;separable_constraints;consensus,primary,conditional_without_global_guarantee,convex_global,deterministic,local_numerical,凸条件下で目的gap O(1/k²)。,primal_dual_gap;fixed_point_residual,high_to_very_high,low_to_medium,勾配・prox・射影・分離部分問題。,多反復だが各反復は比較的安価。,high_for_separable_or_distributed,low_convex,medium,high,medium_by_variant,nonsmooth_yes_discontinuous_no,projection;prox;dual_variables,yes,yes_by_variant,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,oscillation;restart_needed;step_size_too_large,非凸で証明必須;prox/射影が高価;離散変数,凸複合構造と安価なprox/射影がある。,汎用NLPが規模・非滑らかさで苦戦。,残差の一方だけ停滞;反復回数過大;proxが支配的。,medium,medium,medium,high,primal_dual_residual;objective_gap;fixed_point_residual;budget,primal_residual;dual_residual;step_size;prox_time,,MF_COMPOSITE_CONVEX,,S055;S061;S066;S067,high,2026-07-13
M_COORDINATE_DESCENT,座標降下法,Coordinate descent,block coordinate descent,MF_COMPOSITE_CONVEX,variant,変数またはblockを一つずつ更新する。,convex;composite;nonsmooth;sparse;distributed,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,gradient_of_smooth_part;prox_or_subgradient,continuous;structured,simple_sets;separable_constraints;consensus,primary,conditional_without_global_guarantee,convex_global,deterministic,local_numerical,凸性・Lipschitz性等の下で目的gapや残差の収束率。,primal_dual_gap;fixed_point_residual,high_to_very_high,low_to_medium,勾配・prox・射影・分離部分問題。,多反復だが各反復は比較的安価。,conditional_graph_coloring_or_blocks,low_convex,medium,high,medium_by_variant,nonsmooth_yes_discontinuous_no,projection;prox;dual_variables,yes,yes_by_variant,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,step_size_too_large;admm_residual_imbalance;slow_subgradient,非凸で証明必須;prox/射影が高価;離散変数,座標更新が安価で高次元疎。,汎用NLPが規模・非滑らかさで苦戦。,残差の一方だけ停滞;反復回数過大;proxが支配的。,medium,medium,medium,high,primal_dual_residual;objective_gap;fixed_point_residual;budget,primal_residual;dual_residual;step_size;prox_time,,MF_COMPOSITE_CONVEX,,S055;S061;S066;S067;S056,high,2026-07-13
M_ADMM,交互方向乗数法,Alternating direction method of multipliers,ADMM,MF_COMPOSITE_CONVEX,variant,分離可能な部分問題をdual consensusで交互更新。,convex;composite;nonsmooth;sparse;distributed,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,gradient_of_smooth_part;prox_or_subgradient,continuous;structured,simple_sets;separable_constraints;consensus,primary,conditional_without_global_guarantee,convex_global,deterministic,local_numerical,凸性・Lipschitz性等の下で目的gapや残差の収束率。,primal_dual_gap;fixed_point_residual,high_to_very_high,low_to_medium,勾配・prox・射影・分離部分問題。,多反復だが各反復は比較的安価。,high,low_convex,medium,high,medium_by_variant,nonsmooth_yes_discontinuous_no,projection;prox;dual_variables,yes,yes_by_variant,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,step_size_too_large;admm_residual_imbalance;slow_subgradient,非凸で証明必須;prox/射影が高価;離散変数,凸で分離・consensus構造、prox部分問題が解きやすい。,汎用NLPが規模・非滑らかさで苦戦。,残差の一方だけ停滞;反復回数過大;proxが支配的。,medium,high,medium,high,primal_dual_residual;objective_gap;fixed_point_residual;budget,primal_residual;dual_residual;step_size;prox_time,,MF_COMPOSITE_CONVEX,,S055;S061;S066;S067,high,2026-07-13
M_MIRROR_DESCENT,mirror descent,Mirror descent,MD,MF_COMPOSITE_CONVEX,variant,問題幾何に適したBregman距離でgradient stepを一般化。,convex;composite;nonsmooth;sparse;distributed,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,gradient_of_smooth_part;prox_or_subgradient,continuous;structured,simple_sets;separable_constraints;consensus,primary,conditional_without_global_guarantee,convex_global,deterministic,local_numerical,凸性・Lipschitz性等の下で目的gapや残差の収束率。,primal_dual_gap;fixed_point_residual,high_to_very_high,low_to_medium,勾配・prox・射影・分離部分問題。,多反復だが各反復は比較的安価。,high_for_separable_or_distributed,low_convex,medium,high,medium_by_variant,nonsmooth_yes_discontinuous_no,projection;prox;dual_variables,yes,yes,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,step_size_too_large;admm_residual_imbalance;slow_subgradient,非凸で証明必須;prox/射影が高価;離散変数,simplex、確率分布、online/大規模凸問題。,汎用NLPが規模・非滑らかさで苦戦。,残差の一方だけ停滞;反復回数過大;proxが支配的。,medium,medium,medium,high,primal_dual_residual;objective_gap;fixed_point_residual;budget,primal_residual;dual_residual;step_size;prox_time,,MF_COMPOSITE_CONVEX,,S055;S061;S066;S067,high,2026-07-13
M_SUBGRADIENT,劣勾配法,Subgradient method,subgradient descent,MF_COMPOSITE_CONVEX,variant,非滑らか凸関数の劣勾配で更新。,convex;composite;nonsmooth;sparse;distributed,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,gradient_of_smooth_part;prox_or_subgradient,continuous;structured,simple_sets;separable_constraints;consensus,primary,conditional_without_global_guarantee,convex_global,deterministic,local_numerical,凸性・Lipschitz性等の下で目的gapや残差の収束率。,primal_dual_gap;fixed_point_residual,high_to_very_high,low_to_medium,勾配・prox・射影・分離部分問題。,多反復だが各反復は比較的安価。,high_for_separable_or_distributed,low_convex,medium,high,medium_by_variant,nonsmooth_yes_discontinuous_no,projection;prox;dual_variables,yes,yes_by_variant,実装単純;巨大問題,収束が遅い;step scheduleに敏感,step_size_too_large;admm_residual_imbalance;slow_subgradient,非凸で証明必須;prox/射影が高価;離散変数,より強いprox/structureが使えず、粗い解でよい。,汎用NLPが規模・非滑らかさで苦戦。,残差の一方だけ停滞;反復回数過大;proxが支配的。,medium,medium,medium,high,primal_dual_residual;objective_gap;fixed_point_residual;budget,primal_residual;dual_residual;step_size;prox_time,,MF_COMPOSITE_CONVEX,,S055;S061;S066;S067,high,2026-07-13
M_BUNDLE,bundle法,Bundle method,cutting-plane bundle,MF_COMPOSITE_CONVEX,variant,劣勾配とcutを蓄積し非滑らかmodelを安定化。,convex;composite;nonsmooth;sparse;distributed,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,gradient_of_smooth_part;prox_or_subgradient,continuous;structured,simple_sets;separable_constraints;consensus,primary,conditional_without_global_guarantee,convex_global,deterministic,local_numerical,凸性・Lipschitz性等の下で目的gapや残差の収束率。,primal_dual_gap;fixed_point_residual,high_to_very_high,medium_to_high,勾配・prox・射影・分離部分問題。,多反復だが各反復は比較的安価。,high_for_separable_or_distributed,low_convex,medium,high,medium_by_variant,nonsmooth_yes_discontinuous_no,projection;prox;dual_variables,yes,yes_by_variant,非滑らか正則化;巨大・疎・分散構造;単純反復,多数反復;step size/penalty調整;proxが難しい場合は不向き,step_size_too_large;admm_residual_imbalance;slow_subgradient,非凸で証明必須;prox/射影が高価;離散変数,非滑らか凸でsubgradientより安定性が必要。,汎用NLPが規模・非滑らかさで苦戦。,残差の一方だけ停滞;反復回数過大;proxが支配的。,medium,medium,medium,high,primal_dual_residual;objective_gap;fixed_point_residual;budget,primal_residual;dual_residual;step_size;prox_time,,MF_COMPOSITE_CONVEX,,S055;S061;S066;S067;S056,high,2026-07-13
M_NELDER_MEAD,Nelder–Mead単体法,Nelder-Mead simplex,simplex method,MF_DFO_LOCAL,variant,n+1点の単体を反射・膨張・縮小する局所DFO。,continuous;black_box;local,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,function_values_only,continuous;bounds_by_variant,bounds;general_constraints_by_variant,viable,yes_local_only,local,implementation_dependent,heuristic,一般多次元での保証は限定的。,usually_none;mesh_or_model_stationarity,low,low_to_medium,複数の関数評価と幾何更新。,次元に応じて多数評価。数値微分より頑健な場合がある。,limited_to_moderate,high,medium,high,low_to_medium,medium_by_direct_search,filter;progressive_barrier;penalty;geometry_by_variant,yes,rare,微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,高次元で評価数が急増;局所解;停止判定が弱い,simplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,非常に低次元、無制約または単純bounds、評価安価。,数値微分型勾配法が不安定。,幾何が退化;評価改善なし;次元に比べ予算不足。,low,medium,medium,medium,mesh_size;trust_region_radius;step_size;objective_change;budget,evaluation_count;simplex_geometry;mesh_size;constraint_violation,,MF_DFO_LOCAL,,S002;S018;S031;S060;S063,high,2026-07-13
M_POWELL,Powell方向集合法,Powell direction-set,modified Powell,MF_DFO_LOCAL,variant,微分なしで複数方向の一次元探索を反復。,continuous;black_box;local,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,function_values_only,continuous;bounds_by_variant,bounds_by_implementation,viable,yes_local_only,local,implementation_dependent,heuristic,MADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,usually_none;mesh_or_model_stationarity,low_to_medium,low_to_medium,複数の関数評価と幾何更新。,次元に応じて多数評価。数値微分より頑健な場合がある。,limited_to_moderate,high,medium,high,low_to_medium,medium_by_direct_search,filter;progressive_barrier;penalty;geometry_by_variant,yes,rare,微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,高次元で評価数が急増;局所解;停止判定が弱い,simplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,低〜中次元、評価が比較的安価、微分が信用できない。,数値微分型勾配法が不安定。,幾何が退化;評価改善なし;次元に比べ予算不足。,medium,medium,medium,medium,mesh_size;trust_region_radius;step_size;objective_change;budget,evaluation_count;simplex_geometry;mesh_size;constraint_violation,,MF_DFO_LOCAL,,S002;S018;S031;S060;S063;S056,high,2026-07-13
M_PATTERN_SEARCH,pattern search,Pattern search,direct search,MF_DFO_LOCAL,variant,poll方向上の点を評価しstep sizeを調整。,continuous;black_box;local,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,function_values_only,continuous;bounds_by_variant,bounds;general_constraints_by_variant,viable,yes_local_only,local,implementation_dependent,heuristic,MADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,usually_none;mesh_or_model_stationarity,low_to_medium,low_to_medium,複数の関数評価と幾何更新。,次元に応じて多数評価。数値微分より頑健な場合がある。,moderate_poll_points,high,medium,high,low_to_medium,medium,filter;progressive_barrier;penalty;geometry_by_variant,yes,rare,微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,高次元で評価数が急増;局所解;停止判定が弱い,simplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,低〜中次元、評価が比較的安価、微分が信用できない。,数値微分型勾配法が不安定。,幾何が退化;評価改善なし;次元に比べ予算不足。,medium,medium,medium,medium,mesh_size;trust_region_radius;step_size;objective_change;budget,evaluation_count;simplex_geometry;mesh_size;constraint_violation,,MF_DFO_LOCAL,,S002;S018;S031;S060;S063,high,2026-07-13
M_MADS,mesh adaptive direct search,Mesh adaptive direct search,MADS,MF_DFO_LOCAL,variant,meshとpoll方向を適応させ、black-box constraintsも扱うdirect search。,continuous;black_box;local,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,function_values_only,continuous;bounds_by_variant,bounds;general_black_box_constraints,viable,yes_local_only,local,implementation_dependent,heuristic,局所Lipschitz等の仮定下でClarke stationarity型保証。,usually_none;mesh_or_model_stationarity,low_to_medium,low_to_medium,複数の関数評価と幾何更新。,次元に応じて多数評価。数値微分より頑健な場合がある。,limited_to_moderate,high,medium,high,low_to_medium,medium_by_direct_search,filter;progressive_barrier;penalty;geometry_by_variant,yes,rare,微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,高次元で評価数が急増;局所解;停止判定が弱い,simplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,低中次元、微分不能/評価失敗、black-box制約。,数値微分型勾配法が不安定。,幾何が退化;評価改善なし;次元に比べ予算不足。,medium,medium,medium,medium,mesh_size;trust_region_radius;step_size;objective_change;budget,evaluation_count;simplex_geometry;mesh_size;constraint_violation,,MF_DFO_LOCAL,,S002;S018;S031;S060;S063,high,2026-07-13
M_COBYLA,COBYLA,Constrained optimization by linear approximation,COBYLA,MF_DFO_LOCAL,variant,線形補間modelとtrust regionで非線形制約を扱うDFO。,continuous;black_box;local,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,function_values_only,continuous;bounds_by_variant,nonlinear_inequalities,viable,yes_local_only,local,implementation_dependent,heuristic,MADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,usually_none;mesh_or_model_stationarity,low,low_to_medium,複数の関数評価と幾何更新。,次元に応じて多数評価。数値微分より頑健な場合がある。,limited_to_moderate,high,medium,high,low_to_medium,medium_by_direct_search,filter;progressive_barrier;penalty;geometry_by_variant,yes,rare,微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,高次元で評価数が急増;局所解;停止判定が弱い,simplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,小規模・微分なし・一般不等式制約。,数値微分型勾配法が不安定。,幾何が退化;評価改善なし;次元に比べ予算不足。,medium,medium,medium,medium,mesh_size;trust_region_radius;step_size;objective_change;budget,evaluation_count;simplex_geometry;mesh_size;constraint_violation,,MF_DFO_LOCAL,,S002;S018;S031;S060;S063,high,2026-07-13
M_COBYQA,COBYQA,Constrained optimization by quadratic approximations,COBYQA,MF_DFO_LOCAL,variant,二次補間modelを用いる制約付きDFO。,continuous;black_box;local,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,function_values_only,continuous;bounds_by_variant,bounds;linear;nonlinear,viable,yes_local_only,local,implementation_dependent,heuristic,MADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,usually_none;mesh_or_model_stationarity,low_to_medium,low_to_medium,複数の関数評価と幾何更新。,次元に応じて多数評価。数値微分より頑健な場合がある。,limited_to_moderate,high,medium,high,low_to_medium,medium_by_direct_search,filter;progressive_barrier;penalty;geometry_by_variant,yes,rare,微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,高次元で評価数が急増;局所解;停止判定が弱い,simplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,低〜中次元、評価が比較的安価、微分が信用できない。,数値微分型勾配法が不安定。,幾何が退化;評価改善なし;次元に比べ予算不足。,medium,medium,medium,medium,mesh_size;trust_region_radius;step_size;objective_change;budget,evaluation_count;simplex_geometry;mesh_size;constraint_violation,,MF_DFO_LOCAL,,S002;S018;S031;S060;S063,high,2026-07-13
M_SPSA,同時摂動確率近似,Simultaneous perturbation stochastic approximation,SPSA,MF_DFO_LOCAL,variant,2回程度の摂動評価から高次元gradientを確率推定。,continuous;black_box;local,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,function_values_only,continuous;bounds_by_variant,bounds;general_constraints_by_variant,viable,yes_local_only,local,stochastic,heuristic,MADS等は仮定下でstationarity保証。単体法などは一般保証が限定的。,usually_none;mesh_or_model_stationarity,high,low_to_medium,複数の関数評価と幾何更新。,通常1 gradient estimateあたり2関数評価。,limited_to_moderate,high,medium,high,medium_to_high,medium_by_direct_search,filter;progressive_barrier;penalty;geometry_by_variant,yes,rare,微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,高次元で評価数が急増;局所解;停止判定が弱い,simplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,高次元・noiseあり・評価予算から座標差分が不可能。,数値微分型勾配法が不安定。,幾何が退化;評価改善なし;次元に比べ予算不足。,medium,medium,medium,medium,mesh_size;trust_region_radius;step_size;objective_change;budget,evaluation_count;simplex_geometry;mesh_size;constraint_violation,,MF_DFO_LOCAL,,S002;S018;S031;S060;S063;S056,high,2026-07-13
M_MULTISTART,multi-start局所最適化,Multi-start local optimization,multistart,MF_GLOBAL_SEARCH,variant,複数初期値から局所法を実行し最良解を選ぶ。,bounded_nonconvex;multimodal;black_box,有限探索領域と十分な評価予算。証明型では追加構造。,function_values;optional_local_derivatives,continuous;bounds,bounds;limited_general_constraints,usually_unnecessary,primary,global_candidate,hybrid,heuristic,確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,usually_none;method_specific,low_to_medium,medium,複数候補・局所探索・領域分割。,局所法より大幅に多い評価。,high,lower_than_single_start,medium,high,medium_by_variant,medium,penalty;feasibility_rules;local_solver,conditional,rare,多峰性;複数解候補;局所法の初期値依存を緩和,評価費大;証明が弱い;次元の呪い,budget_exhaustion;premature_convergence;missed_basins,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,局所法が速く、多峰性と初期値依存を緩和したい。,複数start局所法で解が不安定。,評価予算消費に対しincumbent改善が小さい;多様性消失。,medium,medium,medium,medium,evaluation_budget;time_budget;global_gap_if_available;stall,best_so_far;diversity;coverage;local_refinement_success,,MF_GLOBAL_SEARCH,,S006;S007;S008;S009;S072;S073;S074;S056,high,2026-07-13
M_BASIN_HOPPING,basin hopping,Basin-hopping,basinhopping,MF_GLOBAL_SEARCH,variant,確率的摂動と局所最適化を交互に行う。,bounded_nonconvex;multimodal;black_box,有限探索領域と十分な評価予算。証明型では追加構造。,function_values;optional_local_derivatives,continuous;bounds,local_solver_dependent,usually_unnecessary,primary,global_candidate,stochastic,heuristic,確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,usually_none;method_specific,low_to_medium,medium,複数候補・局所探索・領域分割。,局所法より大幅に多い評価。,high_for_multistart_or_population,lower_than_single_start,medium,high,medium_by_variant,medium,penalty;feasibility_rules;local_solver,conditional,rare,多峰性;複数解候補;局所法の初期値依存を緩和,評価費大;証明が弱い;次元の呪い,budget_exhaustion;premature_convergence;missed_basins,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,低次元で大域候補が必要、評価予算がある。,複数start局所法で解が不安定。,評価予算消費に対しincumbent改善が小さい;多様性消失。,medium,medium,medium,medium,evaluation_budget;time_budget;global_gap_if_available;stall,best_so_far;diversity;coverage;local_refinement_success,,MF_GLOBAL_SEARCH,,S006;S007;S008;S009;S072;S073;S074;S001;S002,high,2026-07-13
M_SHGO,単体複体homology大域最適化,Simplicial homology global optimization,SHGO,MF_GLOBAL_SEARCH,variant,simplicial complexと局所探索で低次元bounded問題を探索。,bounded_nonconvex;multimodal;black_box,有限探索領域と十分な評価予算。証明型では追加構造。,function_values;optional_local_derivatives,continuous;bounds,bounds;limited_general_constraints,usually_unnecessary,primary,global_candidate,deterministic,heuristic,条件下の収束/有限性結果があるが実装条件を確認。,usually_none;method_specific,low,medium,複数候補・局所探索・領域分割。,局所法より大幅に多い評価。,high_for_multistart_or_population,lower_than_single_start,medium,high,medium_by_variant,medium,penalty;feasibility_rules;local_solver,conditional,rare,多峰性;複数解候補;局所法の初期値依存を緩和,評価費大;証明が弱い;次元の呪い,budget_exhaustion;premature_convergence;missed_basins,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,低次元で大域候補が必要、評価予算がある。,複数start局所法で解が不安定。,評価予算消費に対しincumbent改善が小さい;多様性消失。,medium,medium,medium,medium,evaluation_budget;time_budget;global_gap_if_available;stall,best_so_far;diversity;coverage;local_refinement_success,,MF_GLOBAL_SEARCH,,S006;S007;S008;S009;S072;S073;S074,high,2026-07-13
M_DIRECT,DIRECT,DIviding RECTangles,DIRECT,MF_GLOBAL_SEARCH,variant,Lipschitz定数を明示せずrectanglesを分割するbounded大域探索。,bounded_nonconvex;multimodal;black_box,有限探索領域と十分な評価予算。証明型では追加構造。,function_values;optional_local_derivatives,continuous;bounds,bounds;limited_general_constraints,usually_unnecessary,primary,global_candidate,deterministic,heuristic,確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,usually_none;method_specific,low,medium,複数候補・局所探索・領域分割。,局所法より大幅に多い評価。,high_for_multistart_or_population,lower_than_single_start,medium,high,medium_by_variant,medium,penalty;feasibility_rules;local_solver,conditional,rare,多峰性;複数解候補;局所法の初期値依存を緩和,評価費大;証明が弱い;次元の呪い,budget_exhaustion;premature_convergence;missed_basins,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,低次元bounded・導関数なし・決定論的評価。,複数start局所法で解が不安定。,評価予算消費に対しincumbent改善が小さい;多様性消失。,medium,medium,medium,medium,evaluation_budget;time_budget;global_gap_if_available;stall,best_so_far;diversity;coverage;local_refinement_success,,MF_GLOBAL_SEARCH,,S006;S007;S008;S009;S072;S073;S074,high,2026-07-13
