feature_id,feature_code,category,name_ja,name_en,value_type,unit,allowed_vocab_id,definition,why_it_matters,boundary_notes,source_ids,confidence,last_verified
F_NUMERICAL_RANK_DEFICIENT,numerical.rank_deficient,numerical,rank deficient,Rank Deficient,enum,,truth_status,rank deficient,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_NUMERICAL_NONIDENTIFIABLE,numerical.nonidentifiable,numerical,nonidentifiable,Nonidentifiable,enum,,truth_status,nonidentifiable,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_NUMERICAL_REDUNDANT_CONSTRAINTS,numerical.redundant_constraints,numerical,redundant constraints,Redundant Constraints,enum,,truth_status,redundant constraints,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_NUMERICAL_INCONSISTENT_CONSTRAINTS,numerical.inconsistent_constraints,numerical,inconsistent constraints,Inconsistent Constraints,enum,,truth_status,inconsistent constraints,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_NUMERICAL_INITIALIZATION_SENSITIVE,numerical.initialization_sensitive,numerical,initialization sensitive,Initialization Sensitive,enum,,truth_status,initialization sensitive,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_NUMERICAL_ROUNDOFF,numerical.roundoff,numerical,roundoff,Roundoff,enum,,truth_status,roundoff,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_NUMERICAL_NONDETERMINISTIC,numerical.nondeterministic,numerical,nondeterministic,Nondeterministic,enum,,truth_status,nondeterministic,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_LP,structure.lp,structure,lp,Lp,enum,,truth_status,lp,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_QP,structure.qp,structure,qp,Qp,enum,,truth_status,qp,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_QCQP,structure.qcqp,structure,qcqp,Qcqp,enum,,truth_status,qcqp,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_CONIC,structure.conic,structure,conic,Conic,enum,,truth_status,conic,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_SDP,structure.sdp,structure,sdp,Sdp,enum,,truth_status,sdp,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_LEAST_SQUARES,structure.least_squares,structure,least squares,Least Squares,enum,,truth_status,least squares,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_NONLINEAR_LEAST_SQUARES,structure.nonlinear_least_squares,structure,nonlinear least squares,Nonlinear Least Squares,enum,,truth_status,nonlinear least squares,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_ROBUST_REGRESSION,structure.robust_regression,structure,robust regression,Robust Regression,enum,,truth_status,robust regression,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_SPARSE,structure.sparse,structure,sparse,Sparse,enum,,truth_status,sparse,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_REGULARIZED,structure.regularized,structure,regularized,Regularized,enum,,truth_status,regularized,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_COMPOSITE,structure.composite,structure,composite,Composite,enum,,truth_status,composite,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_PROX,structure.prox,structure,prox,Prox,enum,,truth_status,prox,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_SEPARABLE,structure.separable,structure,separable,Separable,enum,,truth_status,separable,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_NETWORK_FLOW,structure.network_flow,structure,network flow,Network Flow,enum,,truth_status,network flow,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_SHORTEST_PATH,structure.shortest_path,structure,shortest path,Shortest Path,enum,,truth_status,shortest path,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_ASSIGNMENT,structure.assignment,structure,assignment,Assignment,enum,,truth_status,assignment,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_TRANSPORT,structure.transport,structure,transport,Transport,enum,,truth_status,transport,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_SCHEDULING,structure.scheduling,structure,scheduling,Scheduling,enum,,truth_status,scheduling,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_ROUTING,structure.routing,structure,routing,Routing,enum,,truth_status,routing,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_KNAPSACK,structure.knapsack,structure,knapsack,Knapsack,enum,,truth_status,knapsack,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_SET_COVER,structure.set_cover,structure,set cover,Set Cover,enum,,truth_status,set cover,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_GRAPH_CUT,structure.graph_cut,structure,graph cut,Graph Cut,enum,,truth_status,graph cut,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_MATCHING,structure.matching,structure,matching,Matching,enum,,truth_status,matching,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_SAT,structure.sat,structure,sat,Sat,enum,,truth_status,sat,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_CONSTRAINT_PROGRAMMING,structure.constraint_programming,structure,constraint programming,Constraint Programming,enum,,truth_status,constraint programming,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_DYNAMIC_PROGRAMMING,structure.dynamic_programming,structure,dynamic programming,Dynamic Programming,enum,,truth_status,dynamic programming,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_STOCHASTIC_PROGRAMMING,structure.stochastic_programming,structure,stochastic programming,Stochastic Programming,enum,,truth_status,stochastic programming,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_ROBUST_OPTIMIZATION,structure.robust_optimization,structure,robust optimization,Robust Optimization,enum,,truth_status,robust optimization,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_DRO,structure.dro,structure,dro,Dro,enum,,truth_status,dro,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_MULTIOBJECTIVE,structure.multiobjective,structure,multiobjective,Multiobjective,enum,,truth_status,multiobjective,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_OPTIMAL_CONTROL,structure.optimal_control,structure,optimal control,Optimal Control,enum,,truth_status,optimal control,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_MPC,structure.mpc,structure,mpc,Mpc,enum,,truth_status,mpc,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_TRAJECTORY,structure.trajectory,structure,trajectory,Trajectory,enum,,truth_status,trajectory,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_PDE_CONSTRAINED,structure.pde_constrained,structure,pde constrained,Pde Constrained,enum,,truth_status,pde constrained,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_BILEVEL,structure.bilevel,structure,bilevel,Bilevel,enum,,truth_status,bilevel,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_GAME_EQUILIBRIUM,structure.game_equilibrium,structure,game equilibrium,Game Equilibrium,enum,,truth_status,game equilibrium,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_VARIATIONAL_INEQUALITY,structure.variational_inequality,structure,variational inequality,Variational Inequality,enum,,truth_status,variational inequality,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_COMPLEMENTARITY,structure.complementarity,structure,complementarity,Complementarity,enum,,truth_status,complementarity,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_MANIFOLD,structure.manifold,structure,manifold,Manifold,enum,,truth_status,manifold,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_DISTRIBUTED,structure.distributed,structure,distributed,Distributed,enum,,truth_status,distributed,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_FEDERATED,structure.federated,structure,federated,Federated,enum,,truth_status,federated,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_ML_TRAINING,structure.ml_training,structure,ml training,Ml Training,enum,,truth_status,ml training,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_HPO,structure.hpo,structure,hpo,Hpo,enum,,truth_status,hpo,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_NEURAL_NETWORK,structure.neural_network,structure,neural network,Neural Network,enum,,truth_status,neural network,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_INVERSE_PROBLEM,structure.inverse_problem,structure,inverse problem,Inverse Problem,enum,,truth_status,inverse problem,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_PARAMETER_ESTIMATION,structure.parameter_estimation,structure,parameter estimation,Parameter Estimation,enum,,truth_status,parameter estimation,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_STRUCTURE_DESIGN_OF_EXPERIMENTS,structure.design_of_experiments,structure,design of experiments,Design Of Experiments,enum,,truth_status,design of experiments,手法・実装・保証・計算費の選択を変える。,,S054;S055;S056,high,2026-07-13
F_NUM_VARIABLES,num_variables,scale,変数数,number of variables,decimal,count,,変数数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_NUM_CONSTRAINTS,num_constraints,scale,制約数,number of constraints,decimal,count,,制約数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_NUM_NONZEROS,num_nonzeros,scale,非ゼロ数,number of nonzeros,decimal,count,,非ゼロ数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_NUM_SAMPLES,num_samples,scale,サンプル数,sample count,decimal,count,,サンプル数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_NUM_SCENARIOS,num_scenarios,scale,シナリオ数,scenario count,decimal,count,,シナリオ数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_NUM_TIMESTEPS,num_timesteps,scale,時間step数,time steps,decimal,count,,時間step数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_NUM_DISCRETE_VARIABLES,num_discrete_variables,scale,離散変数数,discrete variables,decimal,count,,離散変数数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_TIME_OBJECTIVE_SEC,time_objective_sec,budget,目的1評価秒,objective evaluation seconds,decimal,seconds,,目的1評価秒,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_TIME_CONSTRAINT_SEC,time_constraint_sec,budget,制約1評価秒,constraint evaluation seconds,decimal,seconds,,制約1評価秒,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_TIME_GRADIENT_SEC,time_gradient_sec,budget,勾配計算秒,gradient seconds,decimal,seconds,,勾配計算秒,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_TIME_JACOBIAN_SEC,time_jacobian_sec,budget,Jacobian計算秒,Jacobian seconds,decimal,seconds,,Jacobian計算秒,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_TIME_HESSIAN_SEC,time_hessian_sec,budget,Hessian計算秒,Hessian seconds,decimal,seconds,,Hessian計算秒,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_BUDGET_MAX_EVALUATIONS,budget_max_evaluations,budget,最大評価回数,maximum evaluations,decimal,count,,最大評価回数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_BUDGET_MAX_ITERATIONS,budget_max_iterations,budget,最大反復回数,maximum iterations,decimal,count,,最大反復回数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_BUDGET_MEMORY_GB,budget_memory_gb,budget,利用可能memory,memory,decimal,GB,,利用可能memory,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
F_BUDGET_PARALLEL_WORKERS,budget_parallel_workers,budget,並列worker数,parallel workers,decimal,count,,並列worker数,手法・実装・保証・計算費の選択を変える。,,S054;S056,high,2026-07-13
