problem_id,problem_name_ja,method_id,method_name_ja,method_family_id,fit_level,beginner_priority,variable_type,objective_structure,constraint_structure,convexity,smoothness,derivative_access,dimension_context,evaluation_cost,noise,solution_requirement,required_conditions,exclusion_conditions,guarantee_notes,budget_notes,representative_implementation_ids,evidence_source_ids,confidence,last_verified
\SPA014,\S非常に高価な低次元評価,\SM_CMA_ES,\SCMA-ES,\SMF_EVOLUTIONARY,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Ssimulation,\Sbounds,\Sunknown,\Sunknown,\Snone_available,\Svery_low,\Svery_expensive,\Ssmall_noise,\Sglobal_candidate,\S評価予算と妥当な変数表現・境界・乱数管理。,\S評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S1評価が非常に高価なためpopulation/領域探索の総評価数を事前見積りし、surrogateまたはmulti-fidelityを優先。,\SI_PYCMA;I_NEVERGRAD,\SS035;S059;S075;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPA014,\S非常に高価な低次元評価,\SM_DIFFERENTIAL_EVOLUTION,\S差分進化,\SMF_GLOBAL_SEARCH,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Ssimulation,\Sbounds,\Sunknown,\Sunknown,\Snone_available,\Svery_low,\Svery_expensive,\Ssmall_noise,\Sglobal_candidate,\S有限探索領域と十分な評価予算。証明型では追加構造。,\S問題の主要構造・変数型・保証要求と不整合。,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S1評価が非常に高価なためpopulation/領域探索の総評価数を事前見積りし、surrogateまたはmulti-fidelityを優先。,\SI_SCIPY_DIFFERENTIAL_EVOLUTION;I_NEVERGRAD,\SS035;S059;S075;S006;S007;S008;S009;S072;S073;S074,\Smedium,\S2026-07-13
\SPA014,\S非常に高価な低次元評価,\SM_DIRECT,\SDIRECT,\SMF_GLOBAL_SEARCH,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Ssimulation,\Sbounds,\Sunknown,\Sunknown,\Snone_available,\Svery_low,\Svery_expensive,\Ssmall_noise,\Sglobal_candidate,\S有限探索領域と十分な評価予算。証明型では追加構造。,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S1評価が非常に高価なためpopulation/領域探索の総評価数を事前見積りし、surrogateまたはmulti-fidelityを優先。,\SI_SCIPY_DIRECT;I_NLOPT,\SS035;S059;S075;S006;S007;S008;S009;S072;S073;S074,\Smedium,\S2026-07-13
\SPA014,\S非常に高価な低次元評価,\SM_TURBO_SAASBO,\S高次元局所Bayesian最適化,\SMF_SURROGATE_HPO,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Ssimulation,\Sbounds,\Sunknown,\Sunknown,\Snone_available,\Svery_low,\Svery_expensive,\Ssmall_noise,\Sglobal_candidate,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,\SI_BOTORCH;I_AX,\SS035;S059;S075;S034;S036;S037;S038;S069,\Shigh,\S2026-07-13
\SPA015,\S高次元black-box,\SM_BAYESIAN_OPT_GP,\SGaussian process Bayesian optimization,\SMF_SURROGATE_HPO,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Ssimulation,\Sbounds,\Snonconvex,\Sunknown,\Snone_available,\Shigh,\Sexpensive,\Sunknown,\Sglobal_candidate,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\S問題の主要構造・変数型・保証要求と不整合。,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,\SI_OPTUNA;I_BOTORCH;I_AX;I_RAY_TUNE,\SS033;S035;S034;S036;S037;S038;S059;S069;S075,\Smedium,\S2026-07-13
\SPA015,\S高次元black-box,\SM_CMA_ES,\SCMA-ES,\SMF_EVOLUTIONARY,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Ssimulation,\Sbounds,\Snonconvex,\Sunknown,\Snone_available,\Shigh,\Sexpensive,\Sunknown,\Sglobal_candidate,\S評価予算と妥当な変数表現・境界・乱数管理。,\S評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_PYCMA;I_NEVERGRAD,\SS033;S035;S032;S040;S058;S074,\Smedium,\S2026-07-13
\SPA015,\S高次元black-box,\SM_DIFFERENTIAL_EVOLUTION,\S差分進化,\SMF_GLOBAL_SEARCH,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Ssimulation,\Sbounds,\Snonconvex,\Sunknown,\Snone_available,\Shigh,\Sexpensive,\Sunknown,\Sglobal_candidate,\S有限探索領域と十分な評価予算。証明型では追加構造。,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_DIFFERENTIAL_EVOLUTION;I_NEVERGRAD,\SS033;S035;S006;S007;S008;S009;S072;S073;S074,\Smedium,\S2026-07-13
\SPA015,\S高次元black-box,\SM_SPSA,\S同時摂動確率近似,\SMF_DFO_LOCAL,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Ssimulation,\Sbounds,\Snonconvex,\Sunknown,\Snone_available,\Shigh,\Sexpensive,\Sunknown,\Sglobal_candidate,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS033;S035;S002;S018;S031;S060;S063;S056,\Shigh,\S2026-07-13
\SPA015,\S高次元black-box,\SM_TURBO_SAASBO,\S高次元局所Bayesian最適化,\SMF_SURROGATE_HPO,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Ssimulation,\Sbounds,\Snonconvex,\Sunknown,\Snone_available,\Shigh,\Sexpensive,\Sunknown,\Sglobal_candidate,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,\SI_BOTORCH;I_AX,\SS033;S035;S034;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SPA016,\S失敗・NaNを伴うsimulation,\SM_BAYESIAN_OPT_GP,\SGaussian process Bayesian optimization,\SMF_SURROGATE_HPO,\Sconditional,\Sexpert_guidance_recommended,\Smixed,\Ssimulation,\Simplicit,\Snonconvex,\Sdiscontinuous,\Snone_available,\Smedium,\Sexpensive,\Sunknown,\Sfeasible_only,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,\SI_OPTUNA;I_BOTORCH;I_AX;I_RAY_TUNE,\SS031;S035;S034;S036;S037;S038;S059;S069;S075,\Smedium,\S2026-07-13
\SPA016,\S失敗・NaNを伴うsimulation,\SM_BFGS,\SBFGS法,\SMF_SMOOTH_LOCAL,\Sgenerally_unsuitable,\Savoid_as_default,\Smixed,\Ssimulation,\Simplicit,\Snonconvex,\Sdiscontinuous,\Snone_available,\Smedium,\Sexpensive,\Sunknown,\Sfeasible_only,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S問題の主要構造・変数型・保証要求と不整合。 離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。 noiseが局所model・停止判定を破壊する。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_BFGS;I_OPTIMJL,\SS031;S035;S002;S056;S057,\Smedium,\S2026-07-13
\SPA016,\S失敗・NaNを伴うsimulation,\SM_CMA_ES,\SCMA-ES,\SMF_EVOLUTIONARY,\Srecommended,\Sexpert_guidance_recommended,\Smixed,\Ssimulation,\Simplicit,\Snonconvex,\Sdiscontinuous,\Snone_available,\Smedium,\Sexpensive,\Sunknown,\Sfeasible_only,\S評価予算と妥当な変数表現・境界・乱数管理。,\S離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_PYCMA;I_NEVERGRAD,\SS031;S035;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPA016,\S失敗・NaNを伴うsimulation,\SM_MADS,\Smesh adaptive direct search,\SMF_DFO_LOCAL,\Sdefault_choice,\Sfirst_try,\Smixed,\Ssimulation,\Simplicit,\Snonconvex,\Sdiscontinuous,\Snone_available,\Smedium,\Sexpensive,\Sunknown,\Sfeasible_only,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_NOMAD,\SS031;S035;S002;S018;S060;S063,\Shigh,\S2026-07-13
\SPA016,\S失敗・NaNを伴うsimulation,\SM_RANDOM_SEARCH,\Srandom search,\SMF_SURROGATE_HPO,\Sstrongly_recommended,\Ssecond_try,\Smixed,\Ssimulation,\Simplicit,\Snonconvex,\Sdiscontinuous,\Snone_available,\Smedium,\Sexpensive,\Sunknown,\Sfeasible_only,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S評価回数を主予算として管理。surrogate fit時間より実評価節約が価値を持つ条件を確認。,\SI_NEVERGRAD;I_OPTUNA;I_AX;I_SMAC3;I_RAY_TUNE,\SS031;S035;S034;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SPA017,\S線形計画,\SM_BARRIER_LP_QP,\Sprimal-dual barrier法,\SMF_LP_QP_CONIC,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Slinear,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,\SS004;S016;S055;S010;S012;S013;S014;S062,\Smedium,\S2026-07-13
\SPA017,\S線形計画,\SM_DUAL_SIMPLEX,\Sdual simplex法,\SMF_LP_QP_CONIC,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Slinear,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP,\SS004;S016;S055;S010;S012;S013;S014;S062,\Shigh,\S2026-07-13
\SPA017,\S線形計画,\SM_PDLP,\Sprimal-dual hybrid gradient for LP,\SMF_LP_QP_CONIC,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Slinear,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_ORTOOLS_PDLP,\SS004;S016;S055;S010;S012;S013;S014;S062;S078,\Smedium,\S2026-07-13
\SPA017,\S線形計画,\SM_SIMPLEX,\Sprimal simplex法,\SMF_LP_QP_CONIC,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Slinear,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP;I_GUROBI;I_CPLEX,\SS004;S016;S055;S010;S012;S013;S014;S062,\Shigh,\S2026-07-13
\SPA017,\S線形計画,\SM_SQP,\S逐次二次計画法,\SMF_CONSTRAINED_NLP,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Slinear,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S問題の主要構造・変数型・保証要求と不整合。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_TRUST_CONSTR;I_KNITRO;I_SNOPT;I_CASADI;I_ACADOS,\SS004;S016;S055;S017;S029;S030;S056;S064,\Smedium,\S2026-07-13
\SPA018,\S凸二次計画,\SM_ACTIVE_SET_QP,\Sactive-set QP,\SMF_LP_QP_CONIC,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Squadratic,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS012;S016;S062;S004;S010;S013;S014;S055,\Shigh,\S2026-07-13
\SPA018,\S凸二次計画,\SM_ADMM_QP,\Soperator-splitting QP,\SMF_LP_QP_CONIC,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Squadratic,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_OSQP;I_CVXPY;I_ACADOS,\SS012;S016;S062;S004;S010;S013;S014;S055,\Shigh,\S2026-07-13
\SPA018,\S凸二次計画,\SM_BARRIER_LP_QP,\Sprimal-dual barrier法,\SMF_LP_QP_CONIC,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Squadratic,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,\SS012;S016;S062;S004;S010;S013;S014;S055,\Smedium,\S2026-07-13
\SPA018,\S凸二次計画,\SM_BFGS,\SBFGS法,\SMF_SMOOTH_LOCAL,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Squadratic,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S問題の主要構造・変数型・保証要求と不整合。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_BFGS;I_OPTIMJL,\SS012;S016;S062;S002;S056;S057,\Smedium,\S2026-07-13
\SPA018,\S凸二次計画,\SM_PRIMAL_DUAL_CONIC,\Sprimal-dual錐内点法,\SMF_LP_QP_CONIC,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Squadratic,\Slinear,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,\SS012;S016;S062;S004;S010;S013;S014;S055;S028,\Smedium,\S2026-07-13
\SPA019,\S非凸QP/QCQP,\SM_DIFFERENTIAL_EVOLUTION,\S差分進化,\SMF_GLOBAL_SEARCH,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Squadratic,\Smixed,\Snonconvex,\Ssmooth,\Sanalytic_gradient,\Smedium,\Scheap,\Sdeterministic,\Sglobal_proof,\S有限探索領域と十分な評価予算。証明型では追加構造。,\S問題の主要構造・変数型・保証要求と不整合。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_DIFFERENTIAL_EVOLUTION;I_NEVERGRAD,\SS021;S024;S028;S006;S007;S008;S009;S072;S073;S074,\Smedium,\S2026-07-13
\SPA019,\S非凸QP/QCQP,\SM_INTERIOR_POINT_NLP,\SNLP内点法,\SMF_CONSTRAINED_NLP,\Sconditional,\Sexpert_only,\Scontinuous,\Squadratic,\Smixed,\Snonconvex,\Ssmooth,\Sanalytic_gradient,\Smedium,\Scheap,\Sdeterministic,\Sglobal_proof,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S離散変数;不連続制約;強いノイズ,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,\SS021;S024;S028;S017;S029;S030;S056;S064,\Smedium,\S2026-07-13
\SPA019,\S非凸QP/QCQP,\SM_MULTISTART,\Smulti-start局所最適化,\SMF_GLOBAL_SEARCH,\Srecommended,\Sexpert_only,\Scontinuous,\Squadratic,\Smixed,\Snonconvex,\Ssmooth,\Sanalytic_gradient,\Smedium,\Scheap,\Sdeterministic,\Sglobal_proof,\S有限探索領域と十分な評価予算。証明型では追加構造。,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_BASINHOPPING,\SS021;S024;S028;S006;S007;S008;S009;S072;S073;S074;S056,\Smedium,\S2026-07-13
\SPA019,\S非凸QP/QCQP,\SM_PRIMAL_DUAL_CONIC,\Sprimal-dual錐内点法,\SMF_LP_QP_CONIC,\Sstrongly_recommended,\Sexpert_guidance_recommended,\Scontinuous,\Squadratic,\Smixed,\Snonconvex,\Ssmooth,\Sanalytic_gradient,\Smedium,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,\SS021;S024;S028;S004;S010;S012;S013;S014;S016;S055;S062,\Shigh,\S2026-07-13
\SPA019,\S非凸QP/QCQP,\SM_SPATIAL_BRANCH_BOUND,\S空間branch-and-bound,\SMF_DISCRETE_EXACT,\Sdefault_choice,\Sexpert_guidance_recommended,\Scontinuous,\Squadratic,\Smixed,\Snonconvex,\Ssmooth,\Sanalytic_gradient,\Smedium,\Scheap,\Sdeterministic,\Sglobal_proof,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\SI_SCIP;I_GUROBI,\SS021;S024;S028;S005;S016;S025,\Shigh,\S2026-07-13
\SPA020,\S二次錐計画,\SM_ADMM,\S交互方向乗数法,\SMF_COMPOSITE_CONVEX,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Slinear,\Sconic,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCS,\SS010;S013;S014;S028;S055;S061;S066;S067,\Smedium,\S2026-07-13
\SPA020,\S二次錐計画,\SM_BARRIER_LP_QP,\Sprimal-dual barrier法,\SMF_LP_QP_CONIC,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Slinear,\Sconic,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,\SS010;S013;S014;S028;S055;S004;S012;S016;S062,\Shigh,\S2026-07-13
\SPA020,\S二次錐計画,\SM_INTERIOR_POINT_NLP,\SNLP内点法,\SMF_CONSTRAINED_NLP,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Slinear,\Sconic,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S離散変数;不連続制約;強いノイズ,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,\SS010;S013;S014;S028;S055;S017;S029;S030;S056;S064,\Smedium,\S2026-07-13
\SPA020,\S二次錐計画,\SM_PRIMAL_DUAL_CONIC,\Sprimal-dual錐内点法,\SMF_LP_QP_CONIC,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Slinear,\Sconic,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCS;I_CLARABEL;I_CVXPY;I_CVXOPT;I_MOSEK,\SS010;S013;S014;S028;S055;S004;S012;S016;S062,\Shigh,\S2026-07-13
\SPA020,\S二次錐計画,\SM_SLSQP,\SSLSQP,\SMF_CONSTRAINED_NLP,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Slinear,\Sconic,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S問題の主要構造・変数型・保証要求と不整合。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_SLSQP,\SS010;S013;S014;S028;S055;S017;S029;S030;S056;S064;S002,\Smedium,\S2026-07-13
\SPA021,\S半正定値計画,\SM_ADMM,\S交互方向乗数法,\SMF_COMPOSITE_CONVEX,\Srecommended,\Sexpert_only,\Spsd_matrix,\Slinear,\Ssemidefinite,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Smedium,\Smoderate,\Sdeterministic,\Sglobal_proof,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCS,\SS015;S028;S055;S061;S066;S067,\Smedium,\S2026-07-13
\SPA021,\S半正定値計画,\SM_BARRIER_LP_QP,\Sprimal-dual barrier法,\SMF_LP_QP_CONIC,\Sstrongly_recommended,\Sexpert_guidance_recommended,\Spsd_matrix,\Slinear,\Ssemidefinite,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Smedium,\Smoderate,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_CLARABEL;I_CVXPY;I_CVXOPT,\SS015;S028;S055;S004;S010;S012;S013;S014;S016;S062,\Shigh,\S2026-07-13
