feature_id,feature_code,category,name_ja,name_en,value_type,unit,allowed_vocab_id,definition,why_it_matters,boundary_notes,source_ids,confidence,last_verified
\SF_NUMERICAL_SINGULAR,\Snumerical.singular,\Snumerical,\Ssingular,\SSingular,\Senum,\S,\Struth_status,\Ssingular,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_NUMERICAL_UNIT_MISMATCH,\Snumerical.unit_mismatch,\Snumerical,\Sunit mismatch,\SUnit Mismatch,\Senum,\S,\Struth_status,\Sunit mismatch,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_NUM_CONSTRAINTS,\Snum_constraints,\Sscale,\S制約数,\Snumber of constraints,\Sdecimal,\Scount,\S,\S制約数,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_NUM_DISCRETE_VARIABLES,\Snum_discrete_variables,\Sscale,\S離散変数数,\Sdiscrete variables,\Sdecimal,\Scount,\S,\S離散変数数,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_NUM_NONZEROS,\Snum_nonzeros,\Sscale,\S非ゼロ数,\Snumber of nonzeros,\Sdecimal,\Scount,\S,\S非ゼロ数,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_NUM_SAMPLES,\Snum_samples,\Sscale,\Sサンプル数,\Ssample count,\Sdecimal,\Scount,\S,\Sサンプル数,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_NUM_SCENARIOS,\Snum_scenarios,\Sscale,\Sシナリオ数,\Sscenario count,\Sdecimal,\Scount,\S,\Sシナリオ数,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_NUM_TIMESTEPS,\Snum_timesteps,\Sscale,\S時間step数,\Stime steps,\Sdecimal,\Scount,\S,\S時間step数,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_NUM_VARIABLES,\Snum_variables,\Sscale,\S変数数,\Snumber of variables,\Sdecimal,\Scount,\S,\S変数数,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_CONVEX,\Sobjective.convex,\Sobjective,\Sconvex,\SConvex,\Senum,\S,\Struth_status,\Sconvex,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_DISCONTINUOUS,\Sobjective.discontinuous,\Sobjective,\Sdiscontinuous,\SDiscontinuous,\Senum,\S,\Struth_status,\Sdiscontinuous,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_DISCRETE,\Sobjective.discrete,\Sobjective,\Sdiscrete,\SDiscrete,\Senum,\S,\Struth_status,\Sdiscrete,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_EXPERIMENT,\Sobjective.experiment,\Sobjective,\Sexperiment,\SExperiment,\Senum,\S,\Struth_status,\Sexperiment,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_FORM,\Sobjective_form,\Sobjective,\S目的関数形式,\SObjective form,\Senum,\S,\SF_OBJECTIVE_FORM_values,\S目的関数形式,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_LEXICOGRAPHIC,\Sobjective.lexicographic,\Sobjective,\Slexicographic,\SLexicographic,\Senum,\S,\Struth_status,\Slexicographic,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_LINEAR,\Sobjective.linear,\Sobjective,\Slinear,\SLinear,\Senum,\S,\Struth_status,\Slinear,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_MAY_FAIL,\Sobjective.may_fail,\Sobjective,\Smay fail,\SMay Fail,\Senum,\S,\Struth_status,\Smay fail,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_MISSING_OR_OUTLIER,\Sobjective.missing_or_outlier,\Sobjective,\Smissing or outlier,\SMissing Or Outlier,\Senum,\S,\Struth_status,\Smissing or outlier,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_MULTIMODAL,\Sobjective.multimodal,\Sobjective,\Smultimodal,\SMultimodal,\Senum,\S,\Struth_status,\Smultimodal,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_MULTIOBJECTIVE,\Sobjective.multiobjective,\Sobjective,\Smultiobjective,\SMultiobjective,\Senum,\S,\Struth_status,\Smultiobjective,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_NOISY,\Sobjective.noisy,\Sobjective,\Snoisy,\SNoisy,\Senum,\S,\Struth_status,\Snoisy,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_NONCONVEX,\Sobjective.nonconvex,\Sobjective,\Snonconvex,\SNonconvex,\Senum,\S,\Struth_status,\Snonconvex,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_NONSMOOTH,\Sobjective.nonsmooth,\Sobjective,\Snonsmooth,\SNonsmooth,\Senum,\S,\Struth_status,\Snonsmooth,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_PENALIZED,\Sobjective.penalized,\Sobjective,\Spenalized,\SPenalized,\Senum,\S,\Struth_status,\Spenalized,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_PIECEWISE_SMOOTH,\Sobjective.piecewise_smooth,\Sobjective,\Spiecewise smooth,\SPiecewise Smooth,\Senum,\S,\Struth_status,\Spiecewise smooth,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_QUADRATIC,\Sobjective.quadratic,\Sobjective,\Squadratic,\SQuadratic,\Senum,\S,\Struth_status,\Squadratic,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_QUASICONVEX,\Sobjective.quasiconvex,\Sobjective,\Squasiconvex,\SQuasiconvex,\Senum,\S,\Struth_status,\Squasiconvex,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_SIMULATION,\Sobjective.simulation,\Sobjective,\Ssimulation,\SSimulation,\Senum,\S,\Struth_status,\Ssimulation,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_STOCHASTIC,\Sobjective.stochastic,\Sobjective,\Sstochastic,\SStochastic,\Senum,\S,\Struth_status,\Sstochastic,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_STRONGLY_CONVEX,\Sobjective.strongly_convex,\Sobjective,\Sstrongly convex,\SStrongly Convex,\Senum,\S,\Struth_status,\Sstrongly convex,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_SUM_OF_SQUARES,\Sobjective.sum_of_squares,\Sobjective,\Ssum of squares,\SSum Of Squares,\Senum,\S,\Struth_status,\Ssum of squares,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_OBJECTIVE_TIME_VARYING,\Sobjective.time_varying,\Sobjective,\Stime varying,\STime Varying,\Senum,\S,\Struth_status,\Stime varying,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_PARALLEL_BUDGET,\Sparallel_budget,\Sbudget,\S並列予算,\SParallel budget,\Senum,\S,\SF_PARALLEL_BUDGET_values,\S並列予算,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_REPEATED_SOLVE,\Srepeated_solve,\Sbudget,\S反復求解,\SRepeated solve,\Senum,\S,\SF_REPEATED_SOLVE_values,\S反復求解,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_SCALE_STRUCTURE,\Sscale_structure,\Sscale,\S規模・構造,\SScale structure,\Senum,\S,\SF_SCALE_STRUCTURE_values,\S規模・構造,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_SMOOTHNESS,\Ssmoothness,\Sobjective,\S滑らかさ,\SSmoothness,\Senum,\S,\SF_SMOOTHNESS_values,\S滑らかさ,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_SOLUTION_GOAL,\Ssolution_goal,\Sguarantee,\S解要求,\SSolution goal,\Senum,\S,\SF_SOLUTION_GOAL_values,\S解要求,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_ASSIGNMENT,\Sstructure.assignment,\Sstructure,\Sassignment,\SAssignment,\Senum,\S,\Struth_status,\Sassignment,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_BILEVEL,\Sstructure.bilevel,\Sstructure,\Sbilevel,\SBilevel,\Senum,\S,\Struth_status,\Sbilevel,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_COMPLEMENTARITY,\Sstructure.complementarity,\Sstructure,\Scomplementarity,\SComplementarity,\Senum,\S,\Struth_status,\Scomplementarity,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_COMPOSITE,\Sstructure.composite,\Sstructure,\Scomposite,\SComposite,\Senum,\S,\Struth_status,\Scomposite,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_CONIC,\Sstructure.conic,\Sstructure,\Sconic,\SConic,\Senum,\S,\Struth_status,\Sconic,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_CONSTRAINT_PROGRAMMING,\Sstructure.constraint_programming,\Sstructure,\Sconstraint programming,\SConstraint Programming,\Senum,\S,\Struth_status,\Sconstraint programming,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_DESIGN_OF_EXPERIMENTS,\Sstructure.design_of_experiments,\Sstructure,\Sdesign of experiments,\SDesign Of Experiments,\Senum,\S,\Struth_status,\Sdesign of experiments,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_DISTRIBUTED,\Sstructure.distributed,\Sstructure,\Sdistributed,\SDistributed,\Senum,\S,\Struth_status,\Sdistributed,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_DRO,\Sstructure.dro,\Sstructure,\Sdro,\SDro,\Senum,\S,\Struth_status,\Sdro,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_DYNAMIC_PROGRAMMING,\Sstructure.dynamic_programming,\Sstructure,\Sdynamic programming,\SDynamic Programming,\Senum,\S,\Struth_status,\Sdynamic programming,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_FEDERATED,\Sstructure.federated,\Sstructure,\Sfederated,\SFederated,\Senum,\S,\Struth_status,\Sfederated,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_GAME_EQUILIBRIUM,\Sstructure.game_equilibrium,\Sstructure,\Sgame equilibrium,\SGame Equilibrium,\Senum,\S,\Struth_status,\Sgame equilibrium,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_GRAPH_CUT,\Sstructure.graph_cut,\Sstructure,\Sgraph cut,\SGraph Cut,\Senum,\S,\Struth_status,\Sgraph cut,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_HPO,\Sstructure.hpo,\Sstructure,\Shpo,\SHpo,\Senum,\S,\Struth_status,\Shpo,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_INVERSE_PROBLEM,\Sstructure.inverse_problem,\Sstructure,\Sinverse problem,\SInverse Problem,\Senum,\S,\Struth_status,\Sinverse problem,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_KNAPSACK,\Sstructure.knapsack,\Sstructure,\Sknapsack,\SKnapsack,\Senum,\S,\Struth_status,\Sknapsack,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_LEAST_SQUARES,\Sstructure.least_squares,\Sstructure,\Sleast squares,\SLeast Squares,\Senum,\S,\Struth_status,\Sleast squares,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_LP,\Sstructure.lp,\Sstructure,\Slp,\SLp,\Senum,\S,\Struth_status,\Slp,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_MANIFOLD,\Sstructure.manifold,\Sstructure,\Smanifold,\SManifold,\Senum,\S,\Struth_status,\Smanifold,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_MATCHING,\Sstructure.matching,\Sstructure,\Smatching,\SMatching,\Senum,\S,\Struth_status,\Smatching,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_ML_TRAINING,\Sstructure.ml_training,\Sstructure,\Sml training,\SMl Training,\Senum,\S,\Struth_status,\Sml training,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_MPC,\Sstructure.mpc,\Sstructure,\Smpc,\SMpc,\Senum,\S,\Struth_status,\Smpc,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_MULTIOBJECTIVE,\Sstructure.multiobjective,\Sstructure,\Smultiobjective,\SMultiobjective,\Senum,\S,\Struth_status,\Smultiobjective,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_NETWORK_FLOW,\Sstructure.network_flow,\Sstructure,\Snetwork flow,\SNetwork Flow,\Senum,\S,\Struth_status,\Snetwork flow,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_NEURAL_NETWORK,\Sstructure.neural_network,\Sstructure,\Sneural network,\SNeural Network,\Senum,\S,\Struth_status,\Sneural network,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_NONLINEAR_LEAST_SQUARES,\Sstructure.nonlinear_least_squares,\Sstructure,\Snonlinear least squares,\SNonlinear Least Squares,\Senum,\S,\Struth_status,\Snonlinear least squares,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_OPTIMAL_CONTROL,\Sstructure.optimal_control,\Sstructure,\Soptimal control,\SOptimal Control,\Senum,\S,\Struth_status,\Soptimal control,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_PARAMETER_ESTIMATION,\Sstructure.parameter_estimation,\Sstructure,\Sparameter estimation,\SParameter Estimation,\Senum,\S,\Struth_status,\Sparameter estimation,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_PDE_CONSTRAINED,\Sstructure.pde_constrained,\Sstructure,\Spde constrained,\SPde Constrained,\Senum,\S,\Struth_status,\Spde constrained,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_PROX,\Sstructure.prox,\Sstructure,\Sprox,\SProx,\Senum,\S,\Struth_status,\Sprox,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_QCQP,\Sstructure.qcqp,\Sstructure,\Sqcqp,\SQcqp,\Senum,\S,\Struth_status,\Sqcqp,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_QP,\Sstructure.qp,\Sstructure,\Sqp,\SQp,\Senum,\S,\Struth_status,\Sqp,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_REGULARIZED,\Sstructure.regularized,\Sstructure,\Sregularized,\SRegularized,\Senum,\S,\Struth_status,\Sregularized,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_ROBUST_OPTIMIZATION,\Sstructure.robust_optimization,\Sstructure,\Srobust optimization,\SRobust Optimization,\Senum,\S,\Struth_status,\Srobust optimization,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_ROBUST_REGRESSION,\Sstructure.robust_regression,\Sstructure,\Srobust regression,\SRobust Regression,\Senum,\S,\Struth_status,\Srobust regression,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_ROUTING,\Sstructure.routing,\Sstructure,\Srouting,\SRouting,\Senum,\S,\Struth_status,\Srouting,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_SAT,\Sstructure.sat,\Sstructure,\Ssat,\SSat,\Senum,\S,\Struth_status,\Ssat,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_SCHEDULING,\Sstructure.scheduling,\Sstructure,\Sscheduling,\SScheduling,\Senum,\S,\Struth_status,\Sscheduling,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_SDP,\Sstructure.sdp,\Sstructure,\Ssdp,\SSdp,\Senum,\S,\Struth_status,\Ssdp,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_SEPARABLE,\Sstructure.separable,\Sstructure,\Sseparable,\SSeparable,\Senum,\S,\Struth_status,\Sseparable,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_SET_COVER,\Sstructure.set_cover,\Sstructure,\Sset cover,\SSet Cover,\Senum,\S,\Struth_status,\Sset cover,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_SHORTEST_PATH,\Sstructure.shortest_path,\Sstructure,\Sshortest path,\SShortest Path,\Senum,\S,\Struth_status,\Sshortest path,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_SPARSE,\Sstructure.sparse,\Sstructure,\Ssparse,\SSparse,\Senum,\S,\Struth_status,\Ssparse,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_STOCHASTIC_PROGRAMMING,\Sstructure.stochastic_programming,\Sstructure,\Sstochastic programming,\SStochastic Programming,\Senum,\S,\Struth_status,\Sstochastic programming,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_TRAJECTORY,\Sstructure.trajectory,\Sstructure,\Strajectory,\STrajectory,\Senum,\S,\Struth_status,\Strajectory,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_TRANSPORT,\Sstructure.transport,\Sstructure,\Stransport,\STransport,\Senum,\S,\Struth_status,\Stransport,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_STRUCTURE_VARIATIONAL_INEQUALITY,\Sstructure.variational_inequality,\Sstructure,\Svariational inequality,\SVariational Inequality,\Senum,\S,\Struth_status,\Svariational inequality,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_TIME_CONSTRAINT_SEC,\Stime_constraint_sec,\Sbudget,\S制約1評価秒,\Sconstraint evaluation seconds,\Sdecimal,\Sseconds,\S,\S制約1評価秒,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_TIME_GRADIENT_SEC,\Stime_gradient_sec,\Sbudget,\S勾配計算秒,\Sgradient seconds,\Sdecimal,\Sseconds,\S,\S勾配計算秒,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_TIME_HESSIAN_SEC,\Stime_hessian_sec,\Sbudget,\SHessian計算秒,\SHessian seconds,\Sdecimal,\Sseconds,\S,\SHessian計算秒,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_TIME_JACOBIAN_SEC,\Stime_jacobian_sec,\Sbudget,\SJacobian計算秒,\SJacobian seconds,\Sdecimal,\Sseconds,\S,\SJacobian計算秒,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_TIME_OBJECTIVE_SEC,\Stime_objective_sec,\Sbudget,\S目的1評価秒,\Sobjective evaluation seconds,\Sdecimal,\Sseconds,\S,\S目的1評価秒,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_BINARY,\Svariable.binary,\Svariable,\Sbinary,\SBinary,\Senum,\S,\Struth_status,\Sbinary,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_CATEGORICAL,\Svariable.categorical,\Svariable,\Scategorical,\SCategorical,\Senum,\S,\Struth_status,\Scategorical,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_COMPLEX,\Svariable.complex,\Svariable,\Scomplex,\SComplex,\Senum,\S,\Struth_status,\Scomplex,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_CONTINUOUS,\Svariable.continuous,\Svariable,\Scontinuous,\SContinuous,\Senum,\S,\Struth_status,\Scontinuous,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_DOMAIN,\Svariable_domain,\Svariable,\S変数領域,\SVariable domain,\Senum,\S,\SF_VARIABLE_DOMAIN_values,\S変数領域,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_FUNCTION,\Svariable.function,\Svariable,\Sfunction,\SFunction,\Senum,\S,\Struth_status,\Sfunction,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_GRAPH,\Svariable.graph,\Svariable,\Sgraph,\SGraph,\Senum,\S,\Struth_status,\Sgraph,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_INTEGER,\Svariable.integer,\Svariable,\Sinteger,\SInteger,\Senum,\S,\Struth_status,\Sinteger,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_LIE_GROUP,\Svariable.lie_group,\Svariable,\Slie group,\SLie Group,\Senum,\S,\Struth_status,\Slie group,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_MANIFOLD,\Svariable.manifold,\Svariable,\Smanifold,\SManifold,\Senum,\S,\Struth_status,\Smanifold,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_MATRIX,\Svariable.matrix,\Svariable,\Smatrix,\SMatrix,\Senum,\S,\Struth_status,\Smatrix,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_MIXED,\Svariable.mixed,\Svariable,\Smixed,\SMixed,\Senum,\S,\Struth_status,\Smixed,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_ORDINAL,\Svariable.ordinal,\Svariable,\Sordinal,\SOrdinal,\Senum,\S,\Struth_status,\Sordinal,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_PERMUTATION,\Svariable.permutation,\Svariable,\Spermutation,\SPermutation,\Senum,\S,\Struth_status,\Spermutation,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_PROBABILITY_DISTRIBUTION,\Svariable.probability_distribution,\Svariable,\Sprobability distribution,\SProbability Distribution,\Senum,\S,\Struth_status,\Sprobability distribution,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_PSD_MATRIX,\Svariable.psd_matrix,\Svariable,\Spsd matrix,\SPsd Matrix,\Senum,\S,\Struth_status,\Spsd matrix,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_SET,\Svariable.set,\Svariable,\Sset,\SSet,\Senum,\S,\Struth_status,\Sset,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
\SF_VARIABLE_SIMPLEX,\Svariable.simplex,\Svariable,\Ssimplex,\SSimplex,\Senum,\S,\Struth_status,\Ssimplex,\S手法・実装・保証・計算費の選択を変える。,\S,\SS054;S055;S056,\Shigh,\S2026-07-13
