implementation_id,library_name,solver_name,api_name,method_selector,language,license,commercial_model,free_use_conditions,open_source,os_support,problem_formats,variable_support,constraint_support,analytic_derivatives,autodiff,numerical_diff,sparse_support,parallelism,gpu_support,warm_start,callback,termination_controls,initialization,constraint_violation_reporting,optimality_info,dual_variables,optimality_gap,sensitivity_info,status_codes,major_options,default_safety,documentation_quality,beginner_usability,maintenance_status,last_release,last_verified,official_docs_url,official_repo_url,usage_example,notes,supported_method_ids,implementation_differences,source_ids,confidence
\SI_NEVERGRAD,\SNevergrad,\SNevergrad optimizers,\Snevergrad.optimization.optimizerlib,\S,\SPython,\SMIT,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sderivative-free portfolio and experimentation,\Scontinuous;integer;categorical;mixed instrumentation,\Sbounds;penalty/constraints by API,\Sno,\Sno,\Sno,\Snot_applicable,\Sask/tell,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Soptimizer_selection_required,\Shigh,\Smedium,\Sactive_docs_verified,\S1.0.12,\S2026-07-13,\Shttps://facebookresearch.github.io/nevergrad/,\Shttps://github.com/facebookresearch/nevergrad,\Snevergrad.optimization.optimizerlib(...),\Sportfolio名はalgorithm familyと同一視しない。instrumentation/constraint handling/parallel budgetで挙動が変わる。,\SM_CMA_ES;M_DIFFERENTIAL_EVOLUTION;M_PARTICLE_SWARM;M_RANDOM_SEARCH,\S,\SS033;S090,\Shigh
\SI_NLOPT,\SNLopt,\SNLopt algorithms,\Snlopt.opt,\Salgorithm enum,\SC;C++;Python;Julia;Matlab;others,\SLGPL-2.1+,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Slocal/global continuous optimization,\Scontinuous,\Sbounds;nonlinear constraints by algorithm,\Salgorithm_dependent,\Sexternal,\Sexternal,\Slimited,\Slimited,\Sno,\Svia_initial_guess,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Salgorithm_selection_required,\Shigh,\Smedium,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://nlopt.readthedocs.io/en/latest/,\Shttps://github.com/stevengj/nlopt,"\Snlopt.opt(..., method='algorithm enum')",\Salgorithm enumごとに微分・制約・局所/大域が異なる。データ上は一つの手法として扱わない。,\SM_NELDER_MEAD;M_COBYLA;M_AUGMENTED_LAGRANGIAN;M_DIRECT;M_LBFGS,\S,\SS018,\Shigh
\SI_NOMAD,\SNOMAD,\SNOMAD 4,\SPyNomad.optimize / native,\S,\SC++;Python,\SLGPL-3.0-or-later,\Sopen_source,\SOpen-source under LGPL-3.0-or-later; review linking and redistribution obligations.,\Syes,\Scross_platform,\Sblack-box derivative-free with constraints and mixed variables,\Scontinuous;integer;categorical by formulation,\Sbounds;black-box constraints;extreme/progressive barrier,\Sno,\Sno,\Sno,\Snot_applicable,\Syes_evaluations,\Sno,\Syes_cache,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\S4.5.1,\S2026-07-13,\Shttps://www.gerad.ca/en/software/nomad/,\Shttps://github.com/bbopt/nomad,\SPyNomad.optimize / native(...),\S評価失敗/cache/constraint handlingを明示。ライセンス文字列は一次資料で再確認backlog。,\SM_MADS,\S,\SS031;S094,\Shigh
\SI_OPTAX,\SOptax,\SOptax gradient transformations,\Soptax.*,\S,\SPython,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sstochastic gradient optimization for JAX,\Scontinuous arrays/pytrees,\Susually unconstrained;custom transformations,\Syes_via_JAX,\Syes_JAX,\Sno,\Sarray_dependent,\SJAX_pmap/pjit,\Syes_JAX,\Syes_optimizer_state,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sautodiff,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://optax.readthedocs.io/en/latest/,\Shttps://github.com/google-deepmind/optax,\Soptax.*(...),\Soptimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,\SM_SGD;M_MOMENTUM_SGD;M_ADAM;M_ADAMW,\S,\SS047,\Shigh
\SI_OPTIMJL,\SOptim.jl,\SOptim.jl,\SOptim.optimize,\Salgorithm object,\SJulia,\SMIT,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Scontinuous local optimization,\Scontinuous,\Sunconstrained;bounds;constraints by related packages,\Syes,\Syes_via_AD packages,\Syes,\Salgorithm_dependent,\Slimited,\Sarray_backend_dependent,\Svia_initial_guess/state,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://julianlsolvers.github.io/Optim.jl/stable/,\Shttps://github.com/JuliaNLSolvers/Optim.jl,"\SOptim.optimize(..., method='algorithm object')",\S,\SM_BFGS;M_LBFGS;M_NELDER_MEAD;M_NEWTON;M_TRUST_NCG,\S,\SS052,\Shigh
\SI_OPTUNA,\SOptuna,\SOptuna study/samplers/pruners,\Soptuna.create_study / Study.optimize,\Ssampler/pruner,\SPython,\SMIT,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Shyperparameter optimization,\Scontinuous;integer;categorical;conditional,\Strial constraints/failed trials by sampler/framework,\Sno,\Sno,\Sno,\Snot_applicable,\Smulti-process/distributed storage,\Sworkload_dependent,\Syes_persistent_study,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood_for_HPO,\Shigh,\Shigh,\Sactive_docs_verified,\S4.9.0 (official docs observed),\S2026-07-13,\Shttps://optuna.readthedocs.io/en/stable/,\Shttps://github.com/optuna/optuna,"\Soptuna.create_study / Study.optimize(..., method='sampler/pruner')",\Ssampler、pruner、storage、trial stateを別要素として記録。pruningはlearning curve biasを検証。,\SM_TPE;M_RANDOM_SEARCH;M_HYPERBAND_ASHA;M_BAYESIAN_OPT_GP,\S,\SS034,\Shigh
\SI_ORTOOLS_CPSAT,\SGoogle OR-Tools,\SCP-SAT,\Sortools.sat.python.cp_model.CpSolver,\S,\SPython;C++;Java;C#,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sinteger/Boolean linear optimization;scheduling,\Sinteger;binary,\Sinteger linear;Boolean;global scheduling,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Syes,\Sno,\Shints,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sbound_only,\Syes,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood,\Shigh,\Shigh,\Sactive_docs_verified,\S9.15 (2026-01-12),\S2026-07-15,\Shttps://developers.google.com/optimization/cp/cp_solver,\Shttps://github.com/google/or-tools,\Sortools.sat.python.cp_model.CpSolver(...),\SCP-SATは整数のみ。実数はscaleして整数化し、丸めとoverflow/係数scaleを検証。,\SM_CP_SAT;M_CDCL_SAT,\S,\SS022;S079;S088,\Shigh
\SI_ORTOOLS_GLOP,\SGoogle OR-Tools,\SGLOP,\Spywraplp.Solver.CreateSolver,\SGLOP,\SPython;C++;Java;C#,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SLP,\Scontinuous,\Sbounds;linear,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Slimited,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes,\Syes,\Spartial,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood,\Shigh,\Shigh,\Sactive_docs_verified,\S9.15 (2026-01-12),\S2026-07-15,\Shttps://developers.google.com/optimization/lp,\Shttps://github.com/google/or-tools,"\Spywraplp.Solver.CreateSolver(..., method='GLOP')",\S,\SM_SIMPLEX;M_DUAL_SIMPLEX,\S,\SS078;S088,\Shigh
\SI_ORTOOLS_PDLP,\SGoogle OR-Tools,\SPDLP,\Spywraplp.Solver.CreateSolver / MathOpt,\SPDLP,\SPython;C++;Java;C#,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Svery large LP,\Scontinuous,\Sbounds;linear,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Syes,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes,\Syes,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\S9.15 (2026-01-12),\S2026-07-15,\Shttps://developers.google.com/optimization/lp,\Shttps://github.com/google/or-tools,"\Spywraplp.Solver.CreateSolver / MathOpt(..., method='PDLP')",\S一次法で巨大LP向け。高精度・small LPではsimplex/IPMも比較。,\SM_PDLP,\S,\SS078;S088,\Shigh
\SI_ORTOOLS_ROUTING,\SGoogle OR-Tools,\SRouting solver,\Sortools.constraint_solver.pywrapcp.RoutingModel,\S,\SPython;C++;Java;C#,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SVRP/TSP/routing with dimensions,\Srouting indices;integer decisions,\Srouting;capacity;time windows;pickup-delivery,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Slimited,\Sno,\Sinitial_routes,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Susually_no_global_certificate,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\S9.15 (2026-01-12),\S2026-07-15,\Shttps://developers.google.com/optimization/routing,\Shttps://github.com/google/or-tools,\Sortools.constraint_solver.pywrapcp.RoutingModel(...),\S巨大routingで良質解を早く得るheuristic中心。最適性証明と成功statusを混同しない。,\SM_LOCAL_SEARCH_COMBINATORIAL;M_CP_SEARCH,\S,\SS023;S088,\Shigh
\SI_OSQP,\SOSQP,\SOSQP,\Sosqp.OSQP / native APIs,\S,\SPython;C;C++;Julia;Matlab;others,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sconvex QP,\Scontinuous,\Slinear constraints;bounds,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Slinear_algebra_backend,\Sno,\Syes,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes,\Syes,\Spartial,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood_for_convex_qp,\Shigh,\Shigh,\Sactive_docs_verified,\Score 1.0.0; Python wrapper 1.1.3,\S2026-07-13,\Shttps://osqp.org/docs/,\Shttps://github.com/osqp/osqp,\Sosqp.OSQP / native APIs(...),\SP must be positive semidefinite. factorization caching・warm startは反復QP/MPCで有効。 Core and language-wrapper versions are tracked separately.,\SM_ADMM_QP,\S,\SS012;S062;S084;S085,\Shigh
\SI_PETSC_TAO,\SPETSc TAO,\STAO,\Spetsc4py.PETSc.TAO / C API,\Stao_type,\SC;C++;Fortran;Python,\SBSD-2-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Slarge-scale parallel continuous optimization,\Scontinuous;distributed vectors,\Sunconstrained;bounds;some constraints,\Syes,\Sexternal,\Slimited,\Syes_distributed,\SMPI,\Syes_via_PETSc_backends,\Syes,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Smethod_dependent,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sexpert_configuration,\Shigh,\Sexpert,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://petsc.org/release/overview/tao/,\Shttps://gitlab.com/petsc/petsc,"\Spetsc4py.PETSc.TAO / C API(..., method='tao_type')",\Sdistributed data structures/linear solvers/preconditionersまで含めて設計する大規模HPC向け。,\SM_NEWTON_CG;M_LBFGS;M_TRUST_NCG;M_PROJECTED_GRADIENT,\S,\SS019,\Shigh
\SI_PYCMA,\Spycma,\SCMA-ES,\Scma.fmin2 / cma.CMAEvolutionStrategy,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Scontinuous black-box optimization,\Scontinuous,\Sbounds;penalty/repair via options,\Sno,\Sno,\Sno,\Snot_applicable,\Sask/tell or evaluator,\Sno,\Syes_state_or_initial_mean,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://cma-es.github.io/apidocs-pycma/,\Shttps://github.com/CMA-ES/pycma,\Scma.fmin2 / cma.CMAEvolutionStrategy(...),\Sseed、population、sigma、bounds、restart、noise handlingを記録。標準CMAはO(n²) memory/linear algebra。,\SM_CMA_ES,\S,\SS032,\Shigh
\SI_PYMANOPT,\SPymanopt,\SPymanopt,\Spymanopt.optimizers.*,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SRiemannian manifold optimization,\Smanifold variables,\Sintrinsic manifold constraint,\Syes,\Syes_multiple_backends,\Slimited,\Slinear_algebra_dependent,\Sbackend_dependent,\Sbackend_dependent,\Syes,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\S2.2.1,\S2026-07-13,\Shttps://pymanopt.org/,\Shttps://github.com/pymanopt/pymanopt,\Spymanopt.optimizers.*(...),\Smanifold、backend、cost decorator、Riemannian derivative validationを確認。,\SM_RIEMANNIAN_GRADIENT;M_RIEMANNIAN_TRUST_REGION,\S,\SS044;S091,\Shigh
\SI_PYMOO,\Spymoo,\Spymoo algorithms,\Spymoo.optimize.minimize,\Salgorithm object,\SPython,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Smultiobjective and evolutionary optimization,\Scontinuous;integer;binary;mixed by operators,\Sbounds;constraints,\Soptional_problem_gradients,\Sno,\Sexternal,\Snot_applicable,\Syes_evaluations,\Sno,\Syes_population,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://pymoo.org/,\Shttps://github.com/anyoptimization/pymoo,"\Spymoo.optimize.minimize(..., method='algorithm object')",\Stermination、reference directions、constraint violation、performance indicatorsを明示。,\SM_NSGA_II;M_NSGA_III;M_MOEA_D;M_GENETIC_ALGORITHM,\S,\SS039,\Shigh
\SI_PYOMO,\SPyomo,\SPyomo modeler,\Spyomo.environ.SolverFactory,\Ssolver name,\SPython,\SBSD-3-Clause,\Smodeling_layer,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SLP;MIP;NLP;MINLP;stochastic extensions via backend,\Scontinuous;integer;binary,\Salgebraic constraints;backend-dependent,\Ssymbolic_model,\Ssymbolic_derivatives,\Sbackend_dependent,\Sbackend_dependent,\Sbackend_dependent,\Sbackend_dependent,\Sbackend_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sbackend_dependent,\Sbackend_dependent,\Sbackend_dependent,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Ssolver_selection_required,\Shigh,\Smedium,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://pyomo.readthedocs.io/en/stable/,\Shttps://github.com/Pyomo/pyomo,"\Spyomo.environ.SolverFactory(..., method='solver name')",\SPyomoはmodeling layer。選択solverのlicense・capability・statusを別rowで評価。,\SM_BRANCH_CUT;M_INTERIOR_POINT_NLP;M_OUTER_APPROX_MINLP,\S,\SS020,\Shigh
\SI_PYTORCH_OPTIM,\SPyTorch,\Storch.optim,\Storch.optim.*,\S,\SPython;C++ backend,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SML training optimizers,\Scontinuous tensors/model parameters,\Susually unconstrained;custom projection/penalty,\Syes_autograd,\Syes,\Sno,\Spartial_optimizer_dependent,\SGPU/distributed,\Syes,\Syes_state_dict,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sautograd,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\S2.13 docs observed,\S2026-07-13,\Shttps://docs.pytorch.org/docs/stable/optim.html,\Shttps://github.com/pytorch/pytorch,\Storch.optim.*(...),\Soptimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,\SM_SGD;M_MOMENTUM_SGD;M_ADAM;M_ADAMW;M_LBFGS,\S,\SS048,\Shigh
\SI_RAY_TUNE,\SRay Tune,\SRay Tune,\Sray.tune.Tuner,\Ssearch_alg/scheduler,\SPython,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sdistributed HPO and experiment scheduling,\Scontinuous;integer;categorical;conditional,\Sframework/searcher dependent,\Sno,\Sno,\Sno,\Snot_applicable,\Sdistributed,\Syes_resource_scheduling,\Syes_checkpoints/restore,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sscheduler_and_searcher_required,\Shigh,\Smedium,\Sactive_docs_verified,\S2.56.0 (official docs observed),\S2026-07-13,\Shttps://docs.ray.io/en/latest/tune/index.html,\Shttps://github.com/ray-project/ray,"\Sray.tune.Tuner(..., method='search_alg/scheduler')",\STuneはorchestration layer。search algorithmとschedulerを同一手法として扱わない。,\SM_RANDOM_SEARCH;M_HYPERBAND_ASHA;M_PBT;M_BAYESIAN_OPT_GP,\S,\SS038,\Shigh
\SI_SCIP,\SSCIP Optimization Suite,\SSCIP / PySCIPOpt,\Spyscipopt.Model / native API,\S,\SC;C++;Python;Java;others,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SMIP;MIQP;MINLP;constraint integer programming,\Scontinuous;integer;binary,\Slinear;quadratic;nonlinear;logical plugins,\Ssymbolic_expression_or_callbacks,\Simplementation_dependent,\Simplementation_dependent,\Syes,\Slimited/core_and_concurrent_components,\Sno,\Syes,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes_relaxations,\Syes,\Slimited,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood_but_modeling_expert_for_MINLP,\Shigh,\Smedium,\Sactive_docs_verified,\S10.0.0,\S2026-07-13,\Shttps://www.scipopt.org/doc/html/,\Shttps://github.com/scipopt/scip,\Spyscipopt.Model / native API(...),\SMIPとMINLPで保証・nonconvex handlingが異なる。plugin ecosystemとproblem classを確認。,\SM_BRANCH_CUT;M_SPATIAL_BRANCH_BOUND;M_OUTER_APPROX_MINLP,\S,\SS021;S089,\Shigh
\SI_SCIPY_BASINHOPPING,\SSciPy,\SBasin-hopping,\Sscipy.optimize.basinhopping,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sstochastic globalized local optimization,\Scontinuous,\Slocal_solver_dependent,\Slocal_solver_dependent,\Sno,\Slocal_solver_dependent,\Slocal_solver_dependent,\Slimited,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,\Sscipy.optimize.basinhopping(...),\S,\SM_BASIN_HOPPING;M_MULTISTART,\S,\SS001;S002;S082,\Shigh
\SI_SCIPY_BFGS,\SSciPy,\SBFGS,\Sscipy.optimize.minimize,\SBFGS,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Ssmooth unconstrained,\Scontinuous,\Sunconstrained,\Syes,\Sno,\Syes,\Sno,\Slimited,\Sno,\Svia_initial_guess,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='BFGS')",\SAPIが受け付けることと実務適合性を区別する。methodごとに制約・微分・statusが異なる。,\SM_BFGS,\S,\SS001;S002;S082,\Shigh
\SI_SCIPY_COBYLA,\SSciPy,\SCOBYLA,\Sscipy.optimize.minimize,\SCOBYLA,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sderivative-free constrained local,\Scontinuous,\Snonlinear inequalities;bounds,\Sno,\Sno,\Sno,\Sno,\Simplementation_dependent,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='COBYLA')",\Sequalitiesは通常二つのinequality等へ変換が必要。constraint toleranceと最終可行性を確認。,\SM_COBYLA,\S,\SS001;S002;S082,\Shigh
\SI_SCIPY_COBYQA,\SSciPy,\SCOBYQA,\Sscipy.optimize.minimize,\SCOBYQA,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sderivative-free constrained local,\Scontinuous,\Sbounds;linear;nonlinear,\Sno,\Sno,\Sno,\Sno,\Simplementation_dependent,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='COBYQA')",\Squadratic interpolation geometryと評価予算に注意。,\SM_COBYQA,\S,\SS001;S002;S082,\Shigh
\SI_SCIPY_DIFFERENTIAL_EVOLUTION,\SSciPy,\SDifferential Evolution,\Sscipy.optimize.differential_evolution,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sbounded global black-box,\Scontinuous;integrality option by version,\Sbounds;constraints_by_api,\Sno,\Sno,\Sno,\Sno,\Syes_workers/vectorized,\Sno,\Spopulation_or_x0,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.differential_evolution.html,\Shttps://github.com/scipy/scipy,\Sscipy.optimize.differential_evolution(...),\Spopulation × generationsが評価数。並列/seed/polish/constraint処理を記録。,\SM_DIFFERENTIAL_EVOLUTION,\S,\SS006;S082,\Shigh
\SI_SCIPY_DIRECT,\SSciPy,\SDIRECT,\Sscipy.optimize.direct,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sbounded deterministic global black-box,\Scontinuous,\Sbounds,\Sno,\Sno,\Sno,\Sno,\Slimited,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.direct.html,\Shttps://github.com/scipy/scipy,\Sscipy.optimize.direct(...),\S,\SM_DIRECT,\S,\SS008;S073;S082,\Shigh
\SI_SCIPY_DUAL_ANNEALING,\SSciPy,\SDual Annealing,\Sscipy.optimize.dual_annealing,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sbounded stochastic global black-box,\Scontinuous,\Sbounds,\Soptional_local_solver,\Sno,\Simplementation_dependent,\Sno,\Slimited,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.dual_annealing.html,\Shttps://github.com/scipy/scipy,\Sscipy.optimize.dual_annealing(...),\S,\SM_SIMULATED_ANNEALING,\S,\SS009;S082,\Shigh
